Code,Score
S11621304135325,844
S11621304135326,987
S11621304135328,1003
S11621304135330,982
S11621304135331,1005
S11621304135332,870
S11621304135333,974
S11621304135334,1031
S11621304135335,1007
S11621304135336,807
S11621304135337,987
S11621304135338,1006
S11621304135339,1003
S11621304135340,1053
S11621304135341,1065
S11621304135342,1023
S11621304135343,1045
S11621304135344,1114
S11621304135345,1045
S11621304135346,1097
S11621304135347,976
S11621304135348,1020
S11621304135349,1064
S11621304135501,1068
S11621304135502,1059
S11621304135503,1036
S11621304135504,1048
S11621304135505,1035
S11621304135506,1057
S11621304135507,1071
S11621304135508,1077
S11621304135509,1057
S11621304135510,1057
S11621304135511,1078
S11621304135512,988
S11621304135513,1016
S11621304135514,985
S11621304135515,1027
S11621304135516,987
S11621304135517,1055
S11621304135518,1059
S11621304135519,1097
S11621304135520,1019
S11621304135521,1055
S11621304135522,1043
S11621304135523,1076
S11621304135524,1061
S11621304135525,1021
S11621304135526,1057
S11621304135527,1052
S11621304135528,1040
S11621304135529,1086
S11621304135530,1076
S11621304135531,1091
S11621304135532,1004
S11621304135533,983
S11621304135534,1042
S11621304135535,1016
S11621304135536,1104
S11621304135537,1031
S11621304135538,1061
S11621304135601,896
S11621304135602,1041
S11621304135603,913
S11621304135605,974
S11621304135608,828
S11621304135609,885
S11621304135610,888
S11621304135611,795
S11621304135612,851
S11621304135613,910
S11621304135614,842
S11621304135615,859
S11621304135616,942
S11621304135617,1056
S11621304135618,1034
S11621304135619,1027
S11621304135620,836
S11621304135622,814
S11621304135623,837
S11621304135625,892
S11621304135626,930
S11621304135627,954
S11621304135628,937
S11621304135629,863
S11621304135630,880
S11621304135631,919
S11621304135632,967
S11621304135633,972
S11621304135635,951
S11621304135637,894
S11621304135638,974
S11621304135639,1034
S11621304135640,969
S11621304135641,1013
S11621304135642,819
S11621304135643,962
S11621304135644,898
S11621304135645,982
S11621304135646,969
S11621304135647,957
S11621304135648,909
S11621304135649,1028
S11621304135650,818
S11621304135651,885
S11621304135652,897
S11621304135701,869
S11621304135702,1027
S11621304135703,916
S11621304135704,881
S11621304135705,888
S11621304135706,877
S11621304135707,806
S11621304135708,919
S11621304135709,848
S11621304135710,832
S11621304135711,811
S11621304135712,823
S11621304135713,871
S11621304135714,874
S11621304135715,826
S11621304135716,925
S11621304135717,1038
S11621304135718,996
S11621304135719,1068
S11621304135720,910
S11621304135722,921
S11621304135723,911
S11621304135724,1010
S11621304135725,1081
S11621304135727,958
S11621304135728,978
S11621304135729,1015
S11621304135730,980
S11621304135731,946
S11621304135732,968
S11621304135733,1044
S11621304135734,956
S11621304135735,915
S11621304135736,1105
S11621304135801,907
S11621304135802,951
S11621304135803,941
S11621304135804,892
S11621304135805,946
S11621304135806,1050
S11621304135809,986
S11621304135810,998
S11621304135812,888
S11621304135813,1021
S11621304135814,983
S11621304135816,974
S11621304135817,950
S11621304135818,933
S11621304135819,926
S11621304135821,887
S11621304135822,949
S11621304135823,981
S11621304135824,968
S11621304135825,975
S11621304135826,977
S11621304135827,834
S11621304135828,985
S11621304135829,1043
S11621304135830,1003
S11621304135831,976
S11621304135832,951
S11621304135833,986
S11621304135834,994
S11621304135835,1009
S11621304135836,954
S11621304135837,879
S11621304135838,990
S11621304135839,987
S11621304135840,1016
S11621304135841,982
S11621304135901,985
S11621304135903,923
S11621304135904,803
S11621304135906,925
S11621304135908,934
S11621304136001,988
S11621304136002,1026
S11621304136003,1027
S11621304136004,1027
S11621304136005,1030
S11621304136006,1056
S11621304136007,1041
S11621304136008,1019
S11621304136009,1008
S11621304136010,1008
S11621304136011,1021
S11621304136012,1044
S11621304136013,1013
S11621304136014,1017
S11621304136015,1006
S11621304136016,940
S11621304136017,1047
S11621304136019,1054
S11621304136020,1061
S11621304136021,1080
S11621304136022,1070
S11621304136023,1060
S11621304136025,976
S11621304136026,1069
S11621304136027,1098
S11621304136028,1044
S11621304136029,1055
S11621304136030,1094
S11621304136031,1095
S11621304136032,1050
S11621304136033,1063
S11621304136034,1084
S11621304136035,1093
S11621304136036,1031
S11621304136037,1073
S11621304136038,1070
S11621304146101,960
S11621304146102,1021
S11621304146103,974
S11621304146104,1007
S11621304146105,922
S11621304146106,965
S11621304146107,953
S11621304146109,958
S11621304146110,1003
S11621304146111,940
S11621304146112,880
S11621304146113,1078
S11621304146201,976
S11621304146202,1058
S11621304146203,979
S11621304146204,1036
S11621304146205,1014
S11621304146206,1035
S11621304146207,964
S11621304146208,1003
S11621304146209,1011
S11621304146210,995
S11621304146211,1061
S11621304146212,1016
S11621304146213,1085
S11621304146301,1030
S11621304146302,1053
S11621304146303,983
S11621304146304,1090
S11621304146305,1038
S11621304146306,1072
S11621304146307,1063
S11621304146308,1045
S11621304146309,1026
S11621304146310,1021
S11621304146311,1000
S11621304146312,1035
S11621304146313,1026
S11621304146314,1001
S11621304146315,1032
S11621304146316,1020
S11621304146317,1019
S11621304146318,1036
S11621304146319,1021
S11621304146320,1048
S11621304146321,1042
S11621304146322,1004
S11621304146323,988
S11621304146324,1065
S11621304146325,1073
S11621304146326,1034
S11621304146327,1082
S11621304146328,1036
S11621304146329,997
S11621304146330,1087
S11621304146331,1004
S11621304146332,1069
S11621304146333,1053
S11621304146334,1010
S11621304146335,1063
S11621304146336,1045
S11621304146337,1038
S11621304146338,928
S11621304146339,1010
S11621304146340,1053
S11621304146341,1062
S11621304146342,1029
S11621304146343,1007
S11621304146344,997
S11621305136101,1017
S11621305136102,975
S11621305136103,975
S11621305136104,974
S11621305136105,955
S11621305136106,993
S11621305136107,1015
S11621305136108,949
S11621305136109,957
S11621305136110,965
S11621305136111,968
S11621305136112,997
S11621305136113,1026
S11621305136114,1059
S11621305136115,985
S11621305136116,965
S11621305136117,947
S11621305136118,906
S11621305136119,953
S11621305136120,972
S11621305136121,1027
S11621305136122,956
S11621305136123,961
S11621305136124,997
S11621305136125,NA
S11621305136127,1021
S11621305136128,994
S11621305136129,979
S11621305136130,991
S11621305136131,1064
S11621305136132,1007
S11621305136133,1047
S11621305136134,1002
S11621305136135,1030
S11621305136136,1046
S11621305136137,1040
S11621305136138,1030
S11621305136139,970
S11621305136140,1047
S11621305136141,1008
S11621305136142,1038
S11621305136143,1012
S11621305136144,1033
S11621305136145,986
S11621305136146,905
S11621305136147,950
S11621305136148,949
S11621305136149,1022
S11621305136150,931
S11621305136201,933
S11621305136202,919
S11621305136203,943
S11621305136204,960
S11621305136205,906
S11621305136206,976
S11621305136207,1034
S11621305136208,1019
S11621305136209,984
S11621305136210,1033
S11621305136211,923
S11621305136212,926
S11621305136213,904
S11621305136214,940
S11621305136215,903
S11621305136216,997
S11621305136217,972
S11621305136218,1002
S11621305136219,904
S11621305136220,895
S11621305136221,984
S11621305136222,1025
S11621305136223,971
S11621305136224,953
S11621305136225,949
S11621305136226,948
S11621305136227,1006
S11621305136228,940
S11621305136229,959
S11621305136230,960
S11621305136231,944
S11621305136232,1019
S11621305136233,955
S11621305136234,982
S11621305136235,1022
S11621305136236,1040
S11621305136237,1019
S11621305136238,991
S11621305136239,962
S11621305136240,938
S11621305136241,868
S11621305136242,1004
S11621305136243,884
S11621305136244,948
S11621305136245,934
S11621305136246,962
S11621305136247,917
S11621305136248,1041
S11621305136249,1038
S11621305136250,1010
S11621305136301,912
S11621305136302,931
S11621305136303,871
S11621305136306,873
S11621305136307,610
S11621305136308,864
S11621305136309,928
S11621305136310,878
S11621305136311,847
S11621305136312,945
S11621305136313,963
S11621305136314,1102
S11621305136315,956
S11621305136316,1109
S11621305136317,1069
S11621305136501,1052
S11621305136504,1034
S11621305136507,1036
S11621305136508,1027
S11621305136509,981
S11621305136510,1031
S11621305136511,998
S11621305136513,961
S11621305136514,972
S11621305136515,1036
S11621305136516,1005
S11621305136517,1020
S11621305136518,1003
S11621305136519,1023
S11621305136520,936
S11621305136521,1039
S11621305136523,1029
S11621305136525,1056
S11621305136526,1027
S11621305136527,973
S11621305136528,997
S11621305136529,1042
S11621305136531,1025
S11621305136533,1025
S11621305136534,1032
S11621305136535,1024
S11621305136536,1051
S11621305136537,999
S11621305136538,1066
S11621305136539,994
S11621305136540,999
S11621305136541,969
S11621305136542,1038
S11621305136543,1027
S11621305136544,1029
S11621305136545,930
S11621305136546,1001
S11621305136547,1016
S11621305136548,1032
S11621305136549,1037
S11621305136550,989
S11621305136551,1059
S11621305136552,1000
S11621305136553,1023
S11621305136554,1040
S11621305136555,1010
S11621305136556,999
S11621305136557,1026
S11621305136558,993
S11621305136559,1020
S11621305136560,1030
S11621305136561,1006
S11621305136562,1055
S11621305136563,1048
S11621305136564,1045
S11621305136565,1044
S11621305136566,1053
S11621305136605,1010
S11621305136606,969
S11621305136607,988
S11621305136611,1052
S11621305136612,1029
S11621305136613,1045
S11621305136614,1037
S11621305136615,1070
S11621305136616,991
S11621305136617,925
S11621305136618,1001
S11621305136619,1014
S11621305136620,1018
S11621305136621,993
S11621305136622,902
S11621305136623,1010
S11621305136624,1004
S11621305136625,1004
S11621305136626,1028
S11621305136627,960
S11621305136628,1076
S11621305136629,1050
S11621305136630,1062
S11621305136631,1060
S11621305136632,1073
S11621305136633,1038
S11621305136634,1032
S11621305136635,1065
S11621305136801,1044
S11621305136802,1106
S11621305136804,1005
S11621305136806,1026
S11621305136807,958
S11621305136808,958
S11621305136809,1018
S11621305136810,943
S11621305136811,956
S11621305136812,976
S11621305136813,1022
S11621305136814,996
S11621305136815,933
S11621305136816,933
S11621305136817,904
S11621305136818,1005
S11621305136820,869
S11621305136821,990
S11621305136822,926
S11621305136823,927
S11621305136824,909
S11621305136825,1055
S11621305136826,1099
S11621305136827,940
S11621305136828,996
S11621305136901,932
S11621305136902,931
S11621305136903,876
S11621305136904,997
S11621305136905,894
S11621305136906,979
S11621305136907,954
S11621305136908,954
S11621305136909,893
S11621305136910,1009
S11621305136911,1022
S11621305136915,1035
S11621305136916,1024
S11621305136919,1020
S11621305136921,949
S11621305136923,969
S11621305136924,966
S11621305136927,989
S11621305136928,1079
S11621305136929,1024
S11621305136930,905
S11621305136931,968
S11621305136932,957
S11621305136933,1016
S11621305136934,929
S11621305136935,931
S11621305136938,1027
S11621305136939,1018
S11621305136940,1037
S11621305136941,934
S11621305136942,1009
S11621305136943,1016
S11621305136945,905
S11621305136946,994
S11621305136947,979
S11621305136948,1000
S11621305136949,1007
S11621305136950,1131
S11621305136951,990
S11621305136952,955
S11621305136953,1027
S11621305136954,1062
S11621305136955,937
S11621305136956,1017
S11621305136957,1063
S11621305136958,1031
S11621305136959,1001
S11621305136960,1064
S11621305136961,1066
S11621305136962,1039
S11621305136963,892
S11621305136964,892
S11621305136965,926
S11621305136966,1021
S11621305136967,1007
S11621305136968,1114
S11621305136969,974
S11621305136970,904
S11621305146401,1060
S11621305146402,1053
S11621305146403,1098
S11621305146404,1082
S11621305146405,1103
S11621305146406,1083
S11621305146407,1087
S11621305146408,1087
S11621305146409,1104
S11621305146410,1081
S11621305146411,1091
S11621305146412,1107
S11621305146413,1091
S11621305146414,1081
S11621305146415,1035
S11621305146501,1043
S11621305146502,1001
S11621305146503,1075
S11621305146504,1050
S11621305146505,1007
S11621305146506,1068
S11621305146507,1047
S11621305146508,1063
S11621305146509,1066
S11621305146510,1104
S11621305146511,1084
S11621305146512,1073
S11621305146513,1046
S11621305146514,1048
S11621305146515,1028
S11621305146516,1039
S11621305146517,1096
S11621305146518,1056
S11621305146519,1070
S11621305146521,1106
S11621305146522,1044
S11621305146523,1072
S11621305146524,1059
S11621305146525,1101
S11621305146526,1074
S11621305146527,1060
S11621305146528,1096
S11621305146529,1056
S11621305146530,1043
S11621305146531,1080
S11621305146532,1055
S11621305146533,1053
S11621305146534,1046
S11621305146535,1070
S11621305146537,1076
S11621305146538,1029
S11621305146539,1090
S11621305146540,1072
S11621305146541,1056
S11621305146542,1063
S11621305146543,1027
S11621305146544,1082
S11621305146545,1030
S11621305146546,1081
S11621305146547,1078
S11621305146601,1077
S11621305146602,1077
S11621305146603,1072
S11621305146604,1038
S11621305146605,1073
S11621305146606,974
S11621305146607,1094
S11621305146608,1091
S11621305146609,1094
S11621305146610,1103
S11621305146611,1085
S11621305146612,1099
S11621305146613,1054
S11621305146614,1093
S11621305146615,1098
S11621305146616,1107
S11621305146617,1076
S11621305146618,1091
S11621305146619,1044
S11621305146620,1075
S11621305146621,1079
S11621305146622,1102
S11621305146623,1082
S11621305146624,1080
S11621305146625,1115
S11621305146626,1064
S11621305146701,942
S11621305146702,1076
S11621305146703,995
S11621305146704,938
S11621305146705,912
S11621305146706,846
S11621305146707,815
S11621305146708,946
S11621305146709,869
S11621305146710,913
S11621305146711,935
S11621305146712,932
S11621305146713,860
S11621305146715,971
S11621305146716,922
S11621305146717,727
S11621305146718,1000
S11621305146719,778
S11621305146720,945
S11621305146721,974
S11621305146722,887
S11621305146723,970
S11621305146724,998
S11621305146725,690
S11621305146726,837
S11621305146727,713
S11621305146728,869
S11621305146729,1101
S11621305146730,929
S11621305146731,1005
S11621305146732,849
S11621305146733,929
S11621305146734,893
S11621305146735,1045
S11621305146736,903
S11621305146737,894
S11621305146738,1076
S11621305146739,903
S11621305146740,973
S11621305146741,906
S11621305146742,833
S11621305146743,925
S11621305146744,939
S11621305146745,848
S11621305146746,836
S11621305146747,942
S11621305146748,936
S11621305146801,1064
S11621305146802,943
S11621305146803,948
S11621305146804,920
S11621305146805,959
S11621305146806,1098
S11621305146807,1020
S11621305146808,1046
S11621305146809,1085
S11621305146810,890
S11621305146811,1018
S11621305146812,947
S11621305146813,1022
S11621305146814,988
S11621305146816,972
S11621305146817,915
S11621305146818,961
S11621305146819,1096
S11621305146820,940
S11621305146821,940
S11621305146822,1030
S11621305146823,944
S11621305146824,928
S11621305146825,1081
S11621305146826,1074
S11621305146827,963
S11621305146828,1114
S11621401137001,994
S11621401137002,933
S11621401137003,978
S11621401137004,972
S11621401137006,1003
S11621401137008,911
S11621401137009,1013
S11621401137010,1019
S11621401137011,929
S11621401137012,917
S11621401137014,972
S11621401137015,995
S11621401137016,1004
S11621401137017,996
S11621401137018,980
S11621401137019,1000
S11621401137020,964
S11621401137021,989
S11621401137022,962
S11621401137030,957
S11621401137031,1003
S11621401137033,990
S11621401137034,1011
S11621401137035,984
S11621401137036,971
S11621401137037,972
S11621401137038,967
S11621401137039,993
S11621401137040,961
S11621401137041,976
S11621401137042,1006
S11621401137043,988
S11621401137044,965
S11621401137045,873
S11621401137046,972
S11621401137047,1014
S11621401137048,1027
S11621401137049,787
S11621401137051,1005
S11621401137052,1039
S11621401137053,978
S11621401137054,975
S11621401137055,994
S11621401137056,1026
S11621401137057,1028
S11621401137101,975
S11621401137102,1004
S11621401137103,1024
S11621401137104,1034
S11621401137105,1045
S11621401137106,1038
S11621401137107,1006
S11621401137108,881
S11621401137109,908
S11621401137110,943
S11621401137111,989
S11621401137112,962
S11621401137113,959
S11621401137114,974
S11621401137115,1028
S11621401137116,922
S11621401137117,1010
S11621401137118,1018
S11621401137119,1010
S11621401137120,1033
S11621401137121,957
S11621401137122,1055
S11621401137123,824
S11621401137124,913
S11621401137125,883
S11621401137126,859
S11621401137127,969
S11621401137128,964
S11621401137129,853
S11621401137130,914
S11621401137131,926
S11621401137132,918
S11621401137133,960
S11621401137134,974
S11621401137135,885
S11621401137136,984
S11621401137137,1077
S11621401137138,984
S11621401137139,824
S11621401137140,956
S11621401137141,995
S11621401137142,1075
S11621401137143,1023
S11621401137144,949
S11621401137145,985
S11621401137146,960
S11621401137147,1019
S11621401137148,1045
S11621401137149,1025
S11621401137150,1047
S11621401137151,808
S11621401137152,1067
S11621401137153,807
S11621401137154,1025
S11621401137155,872
S11621401137201,973
S11621401137202,925
S11621401137203,960
S11621401137204,920
S11621401137205,932
S11621401137206,949
S11621401137207,863
S11621401137208,910
S11621401137209,975
S11621401137211,775
S11621401137212,1000
S11621401137213,967
S11621401137214,929
S11621401137215,986
S11621401137216,932
S11621401137217,961
S11621401137218,936
S11621401137219,930
S11621401137220,980
S11621401137221,993
S11621401137222,959
S11621401137223,933
S11621401137224,923
S11621401137225,960
S11621401137226,993
S11621401137227,991
S11621401137228,946
S11621401137229,909
S11621401137230,890
S11621401137231,913
S11621401137232,809
S11621401137233,797
S11621401137234,820
S11621401137235,911
S11621401137236,980
S11621401137237,965
S11621401137238,992
S11621401137239,1045
S11621401137240,964
S11621401137241,746
S11621401137242,828
S11621401137243,904
S11621401137244,835
S11621401137245,869
S11621401137246,832
S11621401137247,984
S11621401137248,737
S11621401137301,1079
S11621401137302,1134
S11621401137303,1127
S11621401137304,1112
S11621401137305,1141
S11621401137306,1125
S11621401137307,1127
S11621401137308,1065
S11621401137309,1049
S11621401137310,1058
S11621401137311,1018
S11621401137312,998
S11621401137313,1058
S11621401137314,969
S11621401137315,1105
S11621401137316,1125
S11621401137317,1102
S11621401137318,1131
S11621401137319,993
S11621401137320,1038
S11621401137321,1011
S11621401137322,1108
S11621401137323,1044
S11621401137324,1086
S11621401137325,1062
S11621401137326,1060
S11621401137327,1042
S11621401137328,1068
S11621401137329,1093
S11621401137330,1049
S11621401137331,1091
S11621401137332,1074
S11621401137333,1088
S11621401137334,1102
S11621401137335,1071
S11621401137336,1078
S11621401137337,1041
S11621401137338,1084
S11621401137339,NA
S11621401137340,1111
S11621401137341,1085
S11621401137342,1091
S11621401137343,1113
S11621401137345,1053
S11621401137346,1090
S11621401137401,1006
S11621401137402,1031
S11621401137403,1033
S11621401137404,1006
S11621401137405,992
S11621401137406,1046
S11621401137408,1054
S11621401137409,1053
S11621401137410,1034
S11621401137411,1076
S11621401137412,1023
S11621401137413,1035
S11621401137415,991
S11621401137416,1071
S11621401137417,1062
S11621401137418,1009
S11621401137419,999
S11621401137420,1086
S11621401137421,1105
S11621401137422,1075
S11621401137423,1006
S11621401137424,1048
S11621401137425,1055
S11621401137426,1084
S11621401137427,1078
S11621401137428,941
S11621401137429,1038
S11621401137430,1054
S11621401137431,1044
S11621401137432,1034
S11621401137433,1076
S11621401137434,1008
S11621401137436,1023
S11621401137437,1067
S11621401137438,1074
S11621401137439,1095
S11621401137440,1106
S11621401137441,1082
S11621401137442,1024
S11621401137443,1083
S11621401137444,1011
S11621401137445,1065
S11621401137446,1074
S11621401137447,1084
S11621401137448,991
S11621401137449,946
S11621401137450,1029
S11621401137451,1046
S11621401137452,1047
S11621401137453,1108
S11621401137454,1127
S11621401137455,1091
S11621401137502,1014
S11621401137503,1024
S11621401137504,985
S11621401137505,1000
S11621401137506,1031
S11621401137507,1029
S11621401137508,986
S11621401137510,1024
S11621401137511,1031
S11621401137512,1065
S11621401137513,1014
S11621401137514,1020
S11621401137515,989
S11621401137516,1081
S11621401137517,1034
S11621401137518,939
S11621401137519,1057
S11621401137520,1020
S11621401137521,1035
S11621401137522,958
S11621401137523,1003
S11621401137524,877
S11621401137526,1028
S11621401137527,1009
S11621401137528,1001
S11621401137529,989
S11621401137530,955
S11621401137531,1002
S11621401137532,918
S11621401137533,901
S11621401137534,951
S11621401137535,978
S11621401137536,1039
S11621401137537,1012
S11621401137538,886
S11621401137539,921
S11621401137540,894
S11621401137541,984
S11621401137601,1017
S11621401137603,1045
S11621401137604,995
S11621401137605,1046
S11621401137606,998
S11621401137607,1001
S11621401137608,1070
S11621401137609,1038
S11621401137610,1044
S11621401137611,1038
S11621401137612,997
S11621401137613,976
S11621401137614,1001
S11621401137615,1038
S11621401137616,1122
S11621401137618,1068
S11621401137619,1014
S11621401137620,982
S11621401137621,1086
S11621401137622,1131
S11621401137623,1117
S11621401137624,1123
S11621401137625,1108
S11621401137626,1098
S11621401137627,1111
S11621401137631,1121
S11621401137632,1127
S11621402137701,926
S11621402137702,1024
S11621402137703,1023
S11621402137704,1029
S11621402137705,1083
S11621402137706,1089
S11621402137707,1013
S11621402137708,1037
S11621402137709,1058
S11621402137710,1051
S11621402137711,961
S11621402137712,1001
S11621402137713,911
S11621402137714,928
S11621402137715,958
S11621402137716,1001
S11621402137717,1110
S11621402137718,1062
S11621402137719,1053
S11621402137720,1019
S11621402137721,952
S11621402137722,1065
S11621402137723,999
S11621402137724,993
S11621402137725,919
S11621402137801,1099
S11621402137802,1107
S11621402137803,1092
S11621402137804,1104
S11621402137805,1124
S11621402137806,1091
S11621402137807,1066
S11621402137808,1070
S11621402137809,990
S11621402137810,1045
S11621402137811,1111
S11621402137812,1096
S11621402137813,1099
S11621402137814,1072
S11621402137815,1115
S11621402137816,1108
S11621402137817,1131
S11621402137818,1087
S11621402137901,880
S11621402137902,869
S11621402137903,753
S11621402137904,833
S11621402137905,1004
S11621402137906,882
S11621402137907,849
S11621402137908,827
S11621402137911,1014
S11621402137912,966
S11621402137913,931
S11621402137914,1069
S11621402137915,1091
S11621402137916,1065
S11621402137917,1064
S11621402137918,1071
S11621402137919,1071
S11621402137920,930
S11621402137921,968
S11621402137922,950
S11621402137923,976
S11621402137924,991
S11621402137925,1041
S11621402137926,1063
S11621402137927,1017
S11621402137928,1107
S11621402137929,1051
S11621402137930,995
S11621402137931,977
S11621402137932,853
S11621402137933,1055
S11621402137934,1080
S11621402137935,986
S11621402137936,1091
S11621402137937,1021
S11621402137938,1087
S11621402137939,1091
S11621402137940,1174
S11621402137941,1071
S11621402137943,789
S11621402137944,1071
S11621402137945,973
S11621402137946,1017
S11621402137947,NA
S11621402137948,885
S11621402137949,964
S11621402137950,1033
S11621402138001,994
S11621402138002,906
S11621402138003,987
S11621402138004,1035
S11621402138005,1085
S11621402138006,1065
S11621402138007,1107
S11621402138008,1027
S11621402138009,1089
S11621402138010,1096
S11621402138011,973
S11621402138012,969
S11621402138013,933
S11621402138014,1058
S11621402138015,1021
S11621402138016,1024
S11621402138017,1085
S11621402138018,1018
S11621402138019,992
S11621402138020,966
S11621402138021,939
S11621402138022,1019
S11621402138023,964
S11621402138024,1041
S11621402138025,1028
S11621402138026,1045
S11621402138027,1062
S11621402138028,1053
S11621402138029,1050
S11621402138030,1062
S11621402138031,1015
S11621402138032,1043
S11621402138033,1053
S11621402138034,981
S11621402138035,1042
S11621402138036,987
S11621402138037,1100
S11621402138038,1067
S11621402138039,1002
S11621402138040,1035
S11621402138041,1062
S11621402138042,1107
S11621402138043,1114
S11621402138044,1104
S11621402138045,1107
S11621402138046,931
S11621402138047,1031
S11621402138049,912
S11621402138050,898
S11621402138051,863
S11621402138053,922
S11621402138054,846
S11621402138055,1108
S11621402138056,1061
S11621402138057,954
S11621402138058,1018
S11621402138101,1051
S11621402138102,1140
S11621402138103,1111
S11621402138104,1096
S11621402138105,1129
S11621402138106,1121
S11621402138107,1113
S11621402138108,1049
S11621402138109,1052
S11621402138110,1127
S11621402138111,1124
S11621402138112,1122
S11621402138113,1117
S11621402138114,1116
S11621402138115,1119
S11621402138116,1126
S11621402138117,1143
S11621402138118,1115
S11621402138119,1116
S11621402138120,1108
S11621402138121,1135
S11621402138122,1146
S11621402138123,1132
S11621402138124,1119
S11621402138125,1125
S11621402138126,1094
S11621402138127,1144
S11621402138128,1089
S11621402138129,1152
S11621402138130,1114
S11621402138131,1118
S11621402138132,1090
S11621402138133,1093
S11621402138134,1141
S11621402138135,1109
S11621402138136,1130
S11621402138137,1107
S11621402138138,953
S11621402138139,1128
S11621402138140,1134
S11621402138141,1127
S11621402138142,1124
S11621402138143,1074
S11621402138144,1133
S11621402138201,1092
S11621402138202,1092
S11621402138203,1106
S11621402138204,1129
S11621402138206,1114
S11621402138207,1124
S11621402138208,1121
S11621402138209,1094
S11621402138210,1082
S11621402138211,1112
S11621402138212,1032
S11621402138213,1070
S11621402138214,1108
S11621402138215,1124
S11621402138216,1092
S11621402138217,1104
S11621402138218,1057
S11621402138219,1113
S11621402138220,1090
S11621402138221,1059
S11621402138222,1081
S11621402138223,1134
S11621402138224,1138
S11621402138225,1124
S11621402138226,1086
S11621402138227,1021
S11621402138228,1037
S11621402138229,1060
S11621402138230,1089
S11621402138231,1105
S11621402138232,1087
S11621402138233,1123
S11621402138234,1090
S11621402138235,1092
S11621402138236,1111
S11621402138237,1100
S11621402138238,1058
S11621402138239,1021
S11621402138240,1081
S11621402138301,1065
S11621402138302,1026
S11621402138303,1090
S11621402138304,1024
S11621402138305,997
S11621402138306,1056
S11621402138308,1114
S11621402138309,1038
S11621402138310,1005
S11621402138311,1024
S11621402138312,1014
S11621402138313,926
S11621402138314,988
S11621402138315,996
S11621402138316,964
S11621402138317,1070
S11621402138318,1006
S11621402138319,1048
S11621402138320,922
S11621402138321,888
S11621402138322,932
S11621402138323,1059
S11621402138324,1050
S11621402138325,1036
S11621402138327,1066
S11621402138328,986
S11621402138329,916
S11621402138330,1031
S11621402138331,1082
S11621402138332,986
S11621402138333,940
S11621402138334,993
S11621402138335,1030
S11621402138336,1014
S11621402138337,992
S11621402138338,978
S11621402138339,960
S11621402138341,1113
S11621402138342,1065
S11621402138343,1082
S11621402138344,1086
S11621402138345,1102
S11621402138346,926
S11621402138347,932
S11621402138348,1036
S11621402138401,871
S11621402138402,995
S11621402138403,917
S11621402138404,912
S11621402138405,905
S11621402138408,939
S11621402138409,1012
S11621402138410,1028
S11621402138411,1056
S11621402138412,1053
S11621402138413,1065
S11621402138414,866
S11621402138415,910
S11621402138416,935
S11621402138417,862
S11621402138418,881
S11621402138419,801
S11621402138420,937
S11621402138421,1031
S11621402138422,1016
S11621402138424,1043
S11621402138425,1055
S11621402138426,992
S11621402138427,863
S11621402138428,858
S11621402138429,851
S11621402138430,828
S11621402138431,874
S11621402138432,991
S11621402138433,997
S11621402138434,931
S11621402138435,916
S11621402138436,1065
S11621402138437,1055
S11621402138438,1009
S11621402138439,1016
S11621402138440,1029
S11621402138441,923
S11621402138442,957
S11621402138443,912
S11621402138444,911
S11621402138445,946
S11621402138446,1049
S11621402138447,1083
S11621402138448,1104
S11621402138449,988
S11621402138450,936
S11621402138451,1011
S11621402138452,1029
S11621402138453,1036
S11621402138501,1097
S11621402138502,1099
S11621402138503,990
S11621402138504,1004
S11621402138505,994
S11621402138506,1086
S11621402138507,1095
S11621402138508,1020
S11621402138509,1083
S11621402138510,1037
S11621402138511,966
S11621402138512,1082
S11621402138513,1026
S11621402138514,991
S11621402138515,1046
S11621402138516,1040
S11621402138517,997
S11621402138518,1019
S11621402138519,1067
S11621402138520,948
S11621402138521,1057
S11621402138522,1055
S11621402138523,1044
S11621402138524,996
S11621402138525,1018
S11621402138526,983
S11621402138527,1047
S11621402138528,1011
S11621402138529,1032
S11621402138530,1012
S11621402138531,1080
S11621402138532,1085
S11621402138533,1003
S11621402138534,1115
S11621402138535,1012
S11621402138536,1093
S11621402138537,1011
S11621402138538,1083
S11621402138539,1087
S11621402138540,1095
S11621402138541,1056
S11621402138542,1004
S11621402138543,972
S11621402138544,1049
S11621402138545,1019
S11621402138546,980
S11621402138547,1103
S11621501138601,962
S11621501138602,891
S11621501138603,835
S11621501138604,791
S11621501138605,832
S11621501138606,876
S11621501138607,807
S11621501138608,847
S11621501138609,975
S11621501138610,917
S11621501138611,883
S11621501138612,980
S11621501138613,1027
S11621501138614,1011
S11621501138615,1013
S11621501138616,1051
S11621501138617,1012
S11621501138618,843
S11621501138619,882
S11621501138620,971
S11621501138621,911
S11621501138622,714
S11621501138623,923
S11621501138701,1024
S11621501138702,1034
S11621501138703,1042
S11621501138704,1010
S11621501138705,1041
S11621501138706,1017
S11621501138707,988
S11621501138708,1042
S11621501138709,956
S11621501138710,832
S11621501138801,1082
S11621501138802,702
S11621501138803,915
S11621501138804,992
S11621501138805,942
S11621501138806,1004
S11621501138807,979
S11621501138808,797
S11621501138809,775
S11621501138810,581
S11621501138811,949
S11621501138812,915
S11621501138813,973
S11621501138814,1008
S11621501138815,979
S11621501138816,1019
S11621501138817,1059
S11621501138818,1089
S11621501138819,1098
