"S01009878","0","0","0","0","0","0","0","0","0","0","0","0","44","67","45","71","52","55","59","61","45","55","35","26","19","31","16","26","14","21","19","29","23","4"
"S01009879","0","0","0","0","0","0","0","0","0","0","0","0","46","54","99","65","54","35","37","24","37","34","30","22","30","21","23","16","21","9","29","17","14","1"
"S01009880","0","0","0","0","0","0","0","0","0","0","0","0","33","29","35","31","32","29","27","12","39","46","25","23","17","19","14","11","18","3","21","12","12","0"
"S01009881","0","0","0","0","0","0","0","0","0","0","0","0","32","39","50","41","45","36","36","32","31","30","28","22","35","22","18","20","23","10","23","24","18","5"
"S01009882","0","0","0","0","0","0","0","0","0","0","0","0","63","92","92","75","82","78","69","108","88","114","154","119","122","106","57","62","103","147","92","48","60","26"
"S01009883","0","0","0","0","0","0","0","0","0","0","0","0","99","106","78","78","69","80","67","50","85","60","67","60","45","43","36","17","34","21","49","33","19","7"
"S01009884","0","0","0","0","0","0","0","0","0","0","0","0","45","45","42","39","48","44","31","37","42","38","41","33","28","21","22","36","21","16","31","21","17","3"
"S01009885","0","0","0","0","0","0","0","0","0","0","0","0","52","80","76","57","70","38","40","38","53","50","30","29","32","31","17","21","18","19","22","21","11","4"
"S01009886","0","0","0","0","0","0","0","0","0","0","0","0","42","58","62","58","30","47","37","34","58","44","48","35","39","30","27","19","16","20","16","19","19","3"
"S01009887","0","0","0","0","0","0","0","0","0","0","0","0","71","94","98","83","116","83","53","77","65","63","51","67","87","42","68","58","69","73","85","48","55","15"
"S01009888","0","0","0","0","0","0","0","0","0","0","0","0","79","81","62","61","74","30","39","49","51","24","33","47","53","48","57","47","57","78","53","29","27","8"
"S01009889","0","0","0","0","0","0","0","0","0","0","0","0","50","66","58","68","80","55","68","67","57","49","66","59","34","51","68","41","57","57","51","42","57","9"
"S01009890","0","0","0","0","0","0","0","0","0","0","0","0","32","33","33","35","46","33","46","36","47","34","27","34","23","39","33","26","23","21","37","24","32","4"
"S01009891","0","0","0","0","0","0","0","0","0","0","0","0","95","134","152","123","165","141","120","156","128","97","128","72","56","109","87","79","105","109","78","96","130","16"
"S01009892","0","0","0","0","0","0","0","0","0","0","0","0","39","50","44","46","57","57","47","54","68","35","40","42","42","38","32","25","35","41","41","27","21","9"
"S01009893","0","0","0","0","0","0","0","0","0","0","0","0","62","99","102","123","173","101","90","110","70","74","61","75","58","71","71","65","104","75","74","54","56","12"
"S01009894","0","0","0","0","0","0","0","0","0","0","0","0","23","34","32","45","49","37","41","42","42","30","36","36","35","31","28","25","26","32","34","25","37","4"
"S01009895","0","0","0","0","0","0","0","0","0","0","0","0","30","32","44","51","61","55","64","67","52","38","55","38","32","50","35","27","37","43","29","29","24","12"
"S01009896","0","0","0","0","0","0","0","0","0","0","0","0","28","41","38","41","58","53","57","55","34","54","36","38","36","50","31","23","37","22","17","9","18","3"
"S01009897","0","0","0","0","0","0","0","0","0","0","0","0","34","74","57","59","90","60","86","79","62","55","46","58","55","43","69","32","40","39","45","26","27","11"
"S01009898","0","0","0","0","0","0","0","0","0","0","0","0","47","56","54","36","49","61","63","55","56","42","33","24","37","30","34","26","16","18","19","26","14","6"
"S01009899","0","0","0","0","0","0","0","0","0","0","0","0","20","22","24","32","30","33","35","22","25","21","20","39","15","28","26","16","13","8","8","12","3","3"
"S01009900","0","0","0","0","0","0","0","0","0","0","0","0","42","43","48","39","34","44","36","52","46","53","17","27","19","22","34","17","17","20","19","10","15","5"
"S01009901","0","0","0","0","0","0","0","0","0","0","0","0","74","92","113","79","89","76","85","77","70","44","35","46","30","38","40","36","34","19","28","39","21","5"
"S01009902","0","0","0","0","0","0","0","0","0","0","0","0","32","88","52","70","58","50","44","62","65","50","38","31","40","32","21","19","22","20","15","17","20","4"
"S01009903","0","0","0","0","0","0","0","0","0","0","0","0","137","160","117","123","123","84","86","97","96","69","66","48","49","49","40","31","24","30","31","39","22","7"
"S01009904","0","0","0","0","0","0","0","0","0","0","0","0","144","194","196","200","174","175","179","180","117","142","104","105","84","87","93","66","73","76","51","56","41","13"
"S01009905","0","0","0","0","0","0","0","0","0","0","0","0","60","85","82","104","120","51","74","76","75","77","72","72","55","55","67","83","81","67","74","68","42","18"
"S01009906","0","0","0","0","0","0","0","0","0","0","0","0","57","92","79","107","103","92","86","65","70","62","59","84","63","58","56","64","91","107","106","69","62","15"
"S01009907","0","0","0","0","0","0","0","0","0","0","0","0","59","82","81","93","116","73","78","62","73","40","58","67","50","50","56","50","74","70","81","43","49","14"
"S01009908","0","0","0","0","0","0","0","0","0","0","0","0","110","149","128","117","118","87","90","97","113","89","85","79","67","67","65","71","80","43","51","62","46","12"
"S01009909","0","0","0","0","0","0","0","0","0","0","0","0","127","174","185","177","185","179","149","163","127","138","121","90","100","98","63","54","70","40","46","47","49","10"
"S01009910","0","0","0","0","0","0","0","0","0","0","0","0","42","71","78","73","68","60","40","48","55","35","44","36","35","24","30","28","29","25","39","35","20","6"
"S01009911","0","0","0","0","0","0","0","0","0","0","0","0","42","65","58","95","66","63","32","40","60","36","33","24","27","24","31","27","19","24","21","26","11","2"
"S01009912","0","0","0","0","0","0","0","0","0","0","0","0","36","60","89","67","63","54","70","52","53","97","62","38","29","42","45","43","28","20","13","28","25","15"
"S01009913","0","0","0","0","0","0","0","0","0","0","0","0","47","38","41","35","27","43","59","63","47","30","31","35","18","19","23","14","16","13","13","21","28","1"
"S01009914","0","0","0","0","0","0","0","0","0","0","0","0","43","69","77","68","59","58","63","25","57","65","27","24","27","34","37","23","35","23","15","21","15","4"
"S01009915","0","0","0","0","0","0","0","0","0","0","0","0","54","83","138","102","74","74","60","78","58","76","62","42","36","43","35","22","31","43","28","27","33","7"
"S01009916","0","0","0","0","0","0","0","0","0","0","0","0","79","68","72","64","48","46","41","40","47","53","38","29","30","31","28","27","31","25","29","14","20","6"
"S01009917","0","0","0","0","0","0","0","0","0","0","0","0","32","29","30","31","23","31","20","21","25","18","23","15","14","14","18","9","9","14","6","17","8","1"
"S01009918","0","0","0","0","0","0","0","0","0","0","0","0","27","27","61","57","33","37","30","28","30","24","26","8","19","15","13","19","8","15","5","18","5","1"
"S01009919","0","0","0","0","0","0","0","0","0","0","0","0","174","273","262","280","271","294","260","243","227","253","244","186","218","166","155","117","156","136","94","121","145","34"
"S01009920","0","0","0","0","0","0","0","0","0","0","0","0","71","73","64","41","36","61","43","43","45","28","16","24","15","20","16","15","17","17","21","20","11","6"
"S01009921","0","0","0","0","0","0","0","0","0","0","0","0","49","79","94","130","115","125","88","163","125","123","143","89","117","109","100","84","77","44","47","33","45","16"
"S01009922","0","0","0","0","0","0","0","0","0","0","0","0","63","105","105","81","98","60","65","73","56","47","37","42","34","47","29","28","22","20","27","29","19","3"
"S01009923","0","0","0","0","0","0","0","0","0","0","0","0","35","27","36","46","38","47","32","30","26","20","29","26","22","27","17","14","24","4","8","7","11","2"
"S01009924","0","0","0","0","0","0","0","0","0","0","0","0","72","88","159","108","98","99","70","98","90","41","93","72","63","57","47","46","31","25","47","31","31","7"
"S01009925","0","0","0","0","0","0","0","0","0","0","0","0","32","53","67","56","61","34","51","49","31","21","29","35","27","39","21","36","18","10","16","17","8","5"
"S01009926","0","0","0","0","0","0","0","0","0","0","0","0","39","44","53","52","57","34","30","47","44","33","29","27","29","35","28","31","21","17","32","25","15","5"
"S01009927","0","0","0","0","0","0","0","0","0","0","0","0","23","24","37","38","42","15","24","14","32","17","20","24","7","24","24","13","27","14","11","16","7","3"
"S01009928","0","0","0","0","0","0","0","0","0","0","0","0","67","68","74","64","83","41","51","41","42","35","27","22","20","13","22","11","16","9","13","12","10","5"
"S01009929","0","0","0","0","0","0","0","0","0","0","0","0","29","15","28","29","30","28","32","31","24","23","12","14","12","5","9","8","11","12","6","9","4","2"
"S01009930","0","0","0","0","0","0","0","0","0","0","0","0","36","32","52","43","47","40","22","28","37","20","25","38","23","22","20","20","11","24","14","21","8","1"
"S01009931","0","0","0","0","0","0","0","0","0","0","0","0","31","43","42","55","34","47","34","24","33","32","46","24","9","26","22","13","22","5","9","9","12","4"
"S01009932","0","0","0","0","0","0","0","0","0","0","0","0","22","33","54","47","45","34","39","31","36","43","50","34","18","25","16","17","19","11","13","10","7","4"
"S01009933","0","0","0","0","0","0","0","0","0","0","0","0","31","75","79","41","31","44","36","40","32","34","22","19","28","32","17","11","12","12","12","46","12","5"
"S01009934","0","0","0","0","0","0","0","0","0","0","0","0","82","138","192","147","143","164","119","110","116","119","125","106","115","116","79","71","50","34","69","65","88","16"
"S01009935","0","0","0","0","0","0","0","0","0","0","0","0","103","179","205","257","216","216","181","135","88","107","50","41","51","39","37","32","29","27","21","38","28","10"
"S01009936","0","0","0","0","0","0","0","0","0","0","0","0","29","45","67","64","53","46","40","31","38","31","26","25","22","21","26","21","12","11","14","26","21","5"
"S01009937","0","0","0","0","0","0","0","0","0","0","0","0","116","186","220","196","128","121","141","130","127","124","72","46","43","57","40","37","13","21","17","38","33","2"
"S01009938","0","0","0","0","0","0","0","0","0","0","0","0","59","98","146","136","97","104","76","82","92","69","58","71","54","42","30","26","37","25","20","43","50","7"
"S01009939","0","0","0","0","0","0","0","0","0","0","0","0","14","20","29","32","20","24","31","57","35","60","49","36","48","48","44","51","23","22","10","14","17","1"
"S01009940","0","0","0","0","0","0","0","0","0","0","0","0","47","58","54","75","54","61","56","87","89","83","68","72","45","61","24","34","35","19","38","39","43","7"
"S01009941","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48","28","8","11","30","28","15","32","24","8","14","29","9","14","5","3","13","7","10","2"
"S01009942","0","0","0","0","0","0","0","0","0","0","0","0","34","47","63","75","32","47","48","49","57","39","42","23","15","25","37","27","19","28","29","24","20","4"
