Scotland,p2011
S00124683,85
S00124684,160
S00124685,104
S00124686,115
S00124687,150
S00124688,121
S00124689,67
S00124690,109
S00124691,171
S00124692,128
S00124693,146
S00124694,51
S00124695,79
S00124696,109
S00124697,118
S00124698,122
S00124699,156
S00124700,139
S00124701,142
S00124702,155
S00124703,140
S00124704,138
S00124705,138
S00124706,95
S00124707,93
S00124708,128
S00124709,158
S00124710,71
S00124711,179
S00124712,154
S00124713,175
S00124714,139
S00124715,123
S00124716,147
S00124717,110
S00124718,176
S00124719,147
S00124720,151
S00124721,140
S00124722,159
S00124723,145
S00124724,112
S00124725,81
S00124726,234
S00124727,108
S00124728,115
S00124729,165
S00124730,144
S00124731,215
S00124732,159
S00124733,94
S00124734,198
S00124735,141
S00124736,152
S00124737,92
S00124738,84
S00124739,104
S00124740,126
S00124741,184
S00124742,118
S00124743,159
S00124744,153
S00124745,140
S00124746,136
S00124747,118
S00124748,91
S00124749,147
S00124750,119
S00124751,144
S00124752,106
S00124753,83
S00124754,66
S00124755,98
S00124756,129
S00124757,103
S00124758,142
S00124759,131
S00124760,97
S00124761,94
S00124762,83
S00124763,91
S00124764,59
S00124765,63
S00124766,92
S00124767,89
S00124768,108
S00124769,82
S00124770,177
S00124771,84
S00124772,79
S00124773,131
S00124774,60
S00124775,63
S00124776,79
S00124777,53
S00124778,64
S00124779,70
S00124780,195
S00124781,58
S00124782,122
S00124783,54
S00124784,116
S00124785,145
S00124786,105
S00124787,144
S00124788,122
S00124789,61
S00124790,101
S00124791,149
S00124792,128
S00124793,119
S00124794,98
S00124795,133
S00124796,101
S00124797,191
S00124798,152
S00124799,55
S00124800,97
S00124801,72
S00124802,74
S00124803,158
S00124804,93
S00124805,102
S00124806,122
S00124807,68
S00124808,211
S00124809,202
S00124810,185
S00124811,143
S00124812,98
S00124813,105
S00124814,122
S00124815,102
S00124816,91
S00124817,160
S00124818,59
S00124819,108
S00124820,120
S00124821,127
S00124822,99
S00124823,135
S00124824,78
S00124825,69
S00124826,143
S00124827,118
S00124828,74
S00124829,125
S00124830,130
S00124831,108
S00124832,99
S00124833,92
S00124834,104
S00124835,95
S00124836,91
S00124837,144
S00124838,169
S00124839,62
S00124840,97
S00124841,141
S00124842,84
S00124843,157
S00124844,86
S00124845,104
S00124846,111
S00124847,82
S00124848,126
S00124849,129
S00124850,155
S00124851,68
S00124852,81
S00124853,176
S00124854,141
S00124855,82
S00124856,126
S00124857,156
S00124858,170
S00124859,83
S00124860,88
S00124861,99
S00124862,86
S00124863,68
S00124864,126
S00124865,96
S00124866,164
S00124867,82
S00124868,192
S00124869,194
S00124870,123
S00124871,135
S00124872,116
S00124873,111
S00124874,91
S00124875,87
S00124876,158
S00124877,181
S00124878,100
S00124879,69
S00124880,198
S00124881,142
S00124882,192
S00124883,178
S00124884,205
S00124885,104
S00124886,124
S00124887,146
S00124888,140
S00124889,238
S00124890,159
S00124891,163
S00124892,151
S00124893,125
S00124894,122
S00124895,128
S00124896,134
S00124897,114
S00124898,152
S00124899,154
S00124900,137
S00124901,94
S00124902,86
S00124903,152
S00124904,182
S00124905,107
S00124906,68
S00124907,128
S00124908,159
S00124909,131
S00124910,164
S00124911,146
S00124912,160
S00124913,76
S00124914,137
S00124915,61
S00124916,108
S00124917,126
S00124918,109
S00124919,168
S00124920,114
S00124921,112
S00124922,84
S00124923,129
S00124924,211
S00124925,104
S00124926,146
S00124927,133
S00124928,146
S00124929,122
S00124930,90
S00124931,113
S00124932,110
S00124933,130
S00124934,141
S00124935,107
S00124936,122
S00124937,75
S00124938,196
S00124939,138
S00124940,101
S00124941,127
S00124942,111
S00124943,132
S00124944,166
S00124945,126
S00124946,121
S00124947,112
S00124948,65
S00124949,71
S00124950,144
S00124951,126
S00124952,130
S00124953,105
S00124954,158
S00124955,140
S00124956,126
S00124957,143
S00124958,130
S00124959,91
S00124960,104
S00124961,165
S00124962,165
S00124963,114
S00124964,175
S00124965,150
S00124966,177
S00124967,148
S00124968,119
S00124969,144
S00124970,159
S00124971,159
S00124972,148
S00124973,110
S00124974,103
S00124975,87
S00124976,107
S00124977,239
S00124978,123
S00124979,147
S00124980,115
S00124981,151
S00124982,98
S00124983,98
S00124984,85
S00124985,142
S00124986,127
S00124987,94
S00124988,150
S00124989,112
S00124990,164
S00124991,161
S00124992,118
S00124993,197
S00124994,152
S00124995,97
S00124996,165
S00124997,182
S00124998,106
S00124999,108
S00125000,119
S00125001,142
S00125002,217
S00125003,102
S00125004,103
S00125005,179
S00125006,119
S00125007,86
S00125008,135
S00125009,101
S00125010,103
S00125011,149
S00125012,187
S00125013,208
S00125014,128
S00125015,135
S00125016,111
S00125017,78
S00125018,115
S00125019,109
S00125020,174
S00125021,128
S00125022,141
S00125023,160
S00125024,110
S00125025,135
S00125026,140
S00125027,170
S00125028,108
S00125029,94
S00125030,73
S00125031,156
S00125032,129
S00125033,126
S00125034,193
S00125035,117
S00125036,129
S00125037,85
S00125038,119
S00125039,181
S00125040,158
S00125041,184
S00125042,182
S00125043,99
S00125044,162
S00125045,166
S00125046,75
S00125047,147
S00125048,105
S00125049,108
S00125050,168
S00125051,82
S00125052,137
S00125053,98
S00125054,88
S00125055,89
S00125056,141
S00125057,76
S00125058,117
S00125059,112
S00125060,110
S00125061,94
S00125062,116
S00125063,69
S00125064,87
S00125065,54
S00125066,75
S00125067,102
S00125068,71
S00125069,63
S00125070,95
S00125071,112
S00125072,79
S00125073,121
S00125074,121
S00125075,132
S00125076,97
S00125077,122
S00125078,101
S00125079,202
S00125080,137
S00125081,99
S00125082,64
S00125083,96
S00125084,51
S00125085,159
S00125086,138
S00125087,86
S00125088,96
S00125089,83
S00125090,156
S00125091,80
S00125092,72
S00125093,72
S00125094,196
S00125095,73
S00125096,111
S00125097,79
S00125098,83
S00125099,185
S00125100,179
S00125101,103
S00125102,87
S00125103,96
S00125104,54
S00125105,70
S00125106,81
S00125107,135
S00125108,87
S00125109,153
S00125110,119
S00125111,99
S00125112,195
S00125113,59
S00125114,98
S00125115,83
S00125116,74
S00125117,109
S00125118,103
S00125119,99
S00125120,69
S00125121,57
S00125122,101
S00125123,68
S00125124,57
S00125125,50
S00125126,104
S00125127,77
S00125128,642
S00125129,207
S00125130,92
S00125131,57
S00125132,144
S00125133,57
S00125134,106
S00125135,131
S00125136,122
S00125137,74
S00125138,89
S00125139,105
S00125140,98
S00125141,87
S00125142,173
S00125143,119
S00125144,67
S00125145,135
S00125146,102
S00125147,189
S00125148,76
S00125149,70
S00125150,62
S00125151,113
S00125152,89
S00125153,77
S00125154,151
S00125155,90
S00125156,83
S00125157,216
S00125158,96
S00125159,121
S00125160,96
S00125161,62
S00125162,158
S00125163,153
S00125164,119
S00125165,127
S00125166,89
S00125167,98
S00125168,77
S00125169,105
S00125170,61
S00125171,122
S00125172,141
S00125173,205
S00125174,175
S00125175,94
S00125176,85
S00125177,72
S00125178,78
S00125179,144
S00125180,108
S00125181,78
S00125182,67
S00125183,88
S00125184,68
S00125185,67
S00125186,59
S00125187,144
S00125188,124
S00125189,206
S00125190,62
S00125191,104
S00125192,128
S00125193,116
S00125194,120
S00125195,76
S00125196,78
S00125197,83
S00125198,122
S00125199,80
S00125200,102
S00125201,78
S00125202,66
S00125203,107
S00125204,75
S00125205,68
S00125206,67
S00125207,153
S00125208,109
S00125209,143
S00125210,139
S00125211,133
S00125212,110
S00125213,87
S00125214,76
S00125215,183
S00125216,112
S00125217,163
S00125218,158
S00125219,158
S00125220,194
S00125221,69
S00125222,85
S00125223,97
S00125224,81
S00125225,73
S00125226,111
S00125227,102
S00125228,191
S00125229,166
S00125230,103
S00125231,163
S00125232,126
S00125233,119
S00125234,137
S00125235,55
S00125236,54
S00125237,72
S00125238,82
S00125239,73
S00125240,74
S00125241,179
S00125242,103
S00125243,106
S00125244,69
S00125245,88
S00125246,224
S00125247,81
S00125248,128
S00125249,84
S00125250,182
S00125251,78
S00125252,124
S00125253,150
S00125254,140
S00125255,87
S00125256,93
S00125257,116
S00125258,257
S00125259,123
S00125260,194
S00125261,224
S00125262,120
S00125263,103
S00125264,130
S00125265,87
S00125266,74
S00125267,102
S00125268,134
S00125269,96
S00125270,105
S00125271,94
S00125272,64
S00125273,112
S00125274,98
S00125275,57
S00125276,66
S00125277,153
S00125278,92
S00125279,166
S00125280,113
S00125281,65
S00125282,63
S00125283,116
S00125284,66
S00125285,68
S00125286,56
S00125287,144
S00125288,87
S00125289,146
S00125290,107
S00125291,156
S00125292,101
S00125293,130
S00125294,114
S00125295,60
S00125296,61
S00125297,111
S00125298,57
S00125299,88
S00125300,85
S00125301,80
S00125302,125
S00125303,60
S00125304,64
S00125305,76
S00125306,80
S00125307,71
S00125308,72
S00125309,63
S00125310,70
S00125311,103
S00125312,68
S00125313,72
S00125314,65
S00125315,85
S00125316,65
S00125317,77
S00125318,64
S00125319,65
S00125320,78
S00125321,80
S00125322,70
S00125323,85
S00125324,80
S00125325,81
S00125326,63
S00125327,83
S00125328,55
S00125329,166
S00125330,96
S00125331,50
S00125332,110
S00125333,54
S00125334,144
S00125335,132
S00125336,53
S00125337,102
S00125338,81
S00125339,74
S00125340,176
S00125341,84
S00125342,127
S00125343,102
S00125344,127
S00125345,125
S00125346,74
S00125347,96
S00125348,50
S00125349,67
S00125350,89
S00125351,97
S00125352,56
S00125353,56
S00125354,119
S00125355,152
S00125356,85
S00125357,129
S00125358,96
S00125359,146
S00125360,63
S00125361,79
S00125362,99
S00125363,65
S00125364,202
S00125365,166
S00125366,54
S00125367,149
S00125368,77
S00125369,114
S00125370,138
S00125371,139
S00125372,96
S00125373,104
S00125374,212
S00125375,251
S00125376,77
S00125377,189
S00125378,151
S00125379,188
S00125380,128
S00125381,247
S00125382,236
S00125383,197
S00125384,87
S00125385,147
S00125386,185
S00125387,214
S00125388,357
S00125389,76
S00125390,114
S00125391,115
S00125392,121
S00125393,205
S00125394,114
S00125395,87
S00125396,101
S00125397,152
S00125398,126
S00125399,119
S00125400,104
S00125401,89
S00125402,117
S00125403,92
S00125404,111
S00125405,91
S00125406,73
S00125407,123
S00125408,101
S00125409,70
S00125410,113
S00125411,111
S00125412,99
S00125413,121
S00125414,94
S00125415,202
S00125416,244
S00125417,70
S00125418,110
S00125419,141
S00125420,89
S00125421,233
S00125422,80
S00125423,150
S00125424,68
S00125425,170
S00125426,158
S00125427,184
S00125428,123
S00125429,164
S00125430,186
S00125431,74
S00125432,155
S00125433,127
S00125434,119
S00125435,144
S00125436,137
S00125437,116
S00125438,139
S00125439,154
S00125440,125
S00125441,93
S00125442,64
S00125443,88
S00125444,107
S00125445,60
S00125446,66
S00125447,101
S00125448,105
S00125449,136
S00125450,93
S00125451,64
S00125452,71
S00125453,74
S00125454,87
S00125455,133
S00125456,196
S00125457,69
S00125458,55
S00125459,84
S00125460,102
S00125461,91
S00125462,140
S00125463,133
S00125464,85
S00125465,94
S00125466,173
S00125467,51
S00125468,159
S00125469,92
S00125470,101
S00125471,80
S00125472,76
S00125473,151
S00125474,182
S00125475,98
S00125476,105
S00125477,124
S00125478,106
S00125479,85
S00125480,130
S00125481,84
S00125482,79
S00125483,85
S00125484,117
S00125485,81
S00125486,127
S00125487,82
S00125488,79
S00125489,170
S00125490,71
S00125491,70
S00125492,148
S00125493,82
S00125494,127
S00125495,106
S00125496,71
S00125497,102
S00125498,113
S00125499,67
S00125500,88
S00125501,96
S00125502,84
S00125503,109
S00125504,80
S00125505,142
S00125506,69
S00125507,188
S00125508,161
S00125509,133
S00125510,181
S00125511,208
S00125512,239
S00125513,122
S00125514,172
S00125515,136
S00125516,96
S00125517,163
S00125518,70
S00125519,270
S00125520,113
S00125521,138
S00125522,144
S00125523,74
S00125524,73
S00125525,86
S00125526,75
S00125527,79
S00125528,110
S00125529,60
S00125530,205
S00125531,214
S00125532,203
S00125533,114
S00125534,106
S00125535,80
S00125536,129
S00125537,121
S00125538,145
S00125539,133
S00125540,144
S00125541,146
S00125542,210
S00125543,104
S00125544,201
S00125545,82
S00125546,123
S00125547,165
S00125548,99
S00125549,151
S00125550,90
S00125551,171
S00125552,92
S00125553,57
S00125554,202
S00125555,74
S00125556,111
S00125557,104
S00125558,91
S00125559,107
S00125560,77
S00125561,93
S00125562,85
S00125563,105
S00125564,61
S00125565,82
S00125566,124
S00125567,231
S00125568,161
S00125569,153
S00125570,254
S00125571,77
S00125572,286
S00125573,68
S00125574,196
S00125575,146
S00125576,53
S00125577,110
S00125578,133
S00125579,141
S00125580,135
S00125581,164
S00125582,107
S00125583,171
S00125584,180
S00125585,220
S00125586,195
S00125587,191
S00125588,201
S00125589,145
S00125590,208
S00125591,103
S00125592,137
S00125593,108
S00125594,205
S00125595,134
S00125596,84
S00125597,178
S00125598,116
S00125599,191
S00125600,82
S00125601,68
S00125602,184
S00125603,82
S00125604,76
S00125605,94
S00125606,109
S00125607,99
S00125608,147
S00125609,52
S00125610,229
S00125611,63
S00125612,203
S00125613,145
S00125614,134
S00125615,177
S00125616,156
S00125617,153
S00125618,226
S00125619,160
S00125620,141
S00125621,190
S00125622,133
S00125623,128
S00125624,130
S00125625,98
S00125626,96
S00125627,98
S00125628,142
S00125629,93
S00125630,130
S00125631,135
S00125632,193
S00125633,103
S00125634,74
S00125635,161
S00125636,101
S00125637,88
S00125638,104
S00125639,175
S00125640,174
S00125641,115
S00125642,59
S00125643,147
S00125644,218
S00125645,91
S00125646,197
S00125647,109
S00125648,137
S00125649,148
S00125650,111
S00125651,100
S00125652,69
S00125653,206
S00125654,152
S00125655,140
S00125656,168
S00125657,167
S00125658,214
S00125659,147
S00125660,203
S00125661,134
S00125662,114
S00125663,97
S00125664,90
S00125665,75
S00125666,99
S00125667,110
S00125668,168
S00125669,85
S00125670,69
S00125671,153
S00125672,156
S00125673,155
S00125674,98
S00125675,80
S00125676,122
S00125677,99
S00125678,99
S00125679,178
S00125680,66
S00125681,95
S00125682,337
S00125683,97
S00125684,276
S00125685,110
S00125686,92
S00125687,72
S00125688,145
S00125689,120
S00125690,87
S00125691,102
S00125692,112
S00125693,147
S00125694,69
S00125695,106
S00125696,108
S00125697,67
S00125698,184
S00125699,60
S00125700,206
S00125701,147
S00125702,113
S00125703,182
S00125704,140
S00125705,105
S00125706,53
S00125707,205
S00125708,67
S00125709,86
S00125710,149
S00125711,165
S00125712,120
S00125713,72
S00125714,207
S00125715,131
S00125716,94
S00125717,84
S00125718,139
S00125719,158
S00125720,114
S00125721,81
S00125722,168
S00125723,92
S00125724,167
S00125725,172
S00125726,76
S00125727,138
S00125728,109
S00125729,69
S00125730,124
S00125731,62
S00125732,105
S00125733,54
S00125734,153
S00125735,153
S00125736,60
S00125737,134
S00125738,91
S00125739,170
S00125740,90
S00125741,82
S00125742,162
S00125743,115
S00125744,92
S00125745,94
S00125746,107
S00125747,159
S00125748,116
S00125749,84
S00125750,117
S00125751,131
S00125752,83
S00125753,57
S00125754,93
S00125755,78
S00125756,101
S00125757,58
S00125758,103
S00125759,97
S00125760,79
S00125761,154
S00125762,125
S00125763,171
S00125764,98
S00125765,74
S00125766,131
S00125767,111
S00125768,128
S00125769,137
S00125770,178
S00125771,156
S00125772,72
S00125773,145
S00125774,148
S00125775,82
S00125776,208
S00125777,137
S00125778,83
S00125779,122
S00125780,182
S00125781,165
S00125782,124
S00125783,237
S00125784,286
S00125785,66
S00125786,143
S00125787,64
S00125788,108
S00125789,295
S00125790,108
S00125791,153
S00125792,120
S00125793,198
S00125794,174
S00125795,184
S00125796,78
S00125797,171
S00125798,131
S00125799,198
S00125800,113
S00125801,134
S00125802,157
S00125803,195
S00125804,119
S00125805,87
S00125806,92
S00125807,84
S00125808,143
S00125809,101
S00125810,114
S00125811,100
S00125812,141
S00125813,70
S00125814,166
S00125815,102
S00125816,167
S00125817,60
S00125818,91
S00125819,213
S00125820,143
S00125821,107
S00125822,150
S00125823,120
S00125824,171
S00125825,112
S00125826,69
S00125827,93
S00125828,152
S00125829,68
S00125830,193
S00125831,94
S00125832,140
S00125833,155
S00125834,265
S00125835,125
S00125836,172
S00125837,186
S00125838,134
S00125839,120
S00125840,177
S00125841,117
S00125842,152
S00125843,121
S00125844,119
S00125845,66
S00125846,184
S00125847,78
S00125848,115
S00125849,77
S00125850,154
S00125851,96
S00125852,141
S00125853,204
S00125854,72
S00125855,158
S00125856,155
S00125857,220
S00125858,194
S00125859,164
S00125860,241
S00125861,81
S00125862,205
S00125863,99
S00125864,195
S00125865,197
S00125866,249
S00125867,59
S00125868,196
S00125869,90
S00125870,136
S00125871,84
S00125872,105
S00125873,127
S00125874,68
S00125875,157
S00125876,178
S00125877,122
S00125878,189
S00125879,110
S00125880,154
S00125881,117
S00125882,216
S00125883,214
S00125884,191
S00125885,136
S00125886,180
S00125887,74
S00125888,88
S00125889,295
S00125890,228
S00125891,73
S00125892,143
S00125893,130
S00125894,87
S00125895,206
S00125896,167
S00125897,241
S00125898,162
S00125899,132
S00125900,163
S00125901,180
S00125902,199
S00125903,158
S00125904,214
S00125905,123
S00125906,123
S00125907,66
S00125908,169
S00125909,141
S00125910,64
S00125911,76
S00125912,172
S00125913,141
S00125914,105
S00125915,141
S00125916,134
S00125917,86
S00125918,64
S00125919,120
S00125920,147
S00125921,139
S00125922,70
S00125923,101
S00125924,88
S00125925,80
S00125926,149
S00125927,160
S00125928,119
S00125929,108
S00125930,117
S00125931,114
S00125932,67
S00125933,111
S00125934,165
S00125935,156
S00125936,86
S00125937,94
S00125938,158
S00125939,72
S00125940,146
S00125941,138
S00125942,86
S00125943,124
S00125944,163
S00125945,120
S00125946,132
S00125947,222
S00125948,119
S00125949,68
S00125950,199
S00125951,125
S00125952,116
S00125953,103
S00125954,196
S00125955,83
S00125956,127
S00125957,170
S00125958,129
S00125959,141
S00125960,64
S00125961,130
S00125962,101
S00125963,131
S00125964,55
S00125965,90
S00125966,91
S00125967,123
S00125968,98
S00125969,156
S00125970,182
S00125971,65
S00125972,86
S00125973,111
S00125974,130
S00125975,117
S00125976,101
S00125977,104
S00125978,88
S00125979,104
S00125980,114
S00125981,156
