"code","1912","1913","1914","1915","1923","1924","1971","1974","1975","1977","1982","1985","1986","1987","1988","1989","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"S01009758","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","1","2","3","2","9","3","3","3","0","5","2","3","2","0","1","2","0","1","0","0"
"S01009759","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","30","39","18","35","24","38","35","30","50","28","50","27","37","21","29","19","14","25","28","20","5"
"S01009760","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","24","31","21","22","23","13","25","21","24","26","18","22","22","11","10","9","6","8","15","10","16","2"
"S01009761","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","7","8","8","3","7","7","5","3","7","7","6","7","3","3","3","2","4","4","0"
"S01009762","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","33","21","18","31","23","24","31","22","36","38","35","28","21","22","17","15","23","25","17","17","1"
"S01009763","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3","0","0","3","0","2","1","8","3","1","0","1","3","0","0","2","1","0"
"S01009764","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","6","16","18","10","16","14","17","20","15","12","16","10","16","5","8","8","5","10","9","0"
"S01009765","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","10","7","12","8","10","12","9","15","16","8","8","8","14","14","3","11","7","8","5","3"
"S01009766","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","7","9","6","9","5","6","5","13","3","12","4","3","6","3","7","5","2","1","2","2","1"
"S01009767","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","45","33","29","33","33","32","25","30","19","19","16","17","18","9","11","12","8","11","21","34","3"
"S01009768","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","8","4","8","9","13","17","8","12","11","8","22","17","10","8","8","11","8","13","18","18","2"
"S01009769","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","37","14","17","16","14","19","12","18","12","23","13","11","20","3","10","13","12","3","17","11","7"
"S01009770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","8","5","1","2","4","7","6","8","5","1","1","6","1","2","1","2","0","2","4","2"
"S01009771","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","9","8","3","10","11","2","4","6","3","0","2","5","1","2","9","3","3","3","0","3","1"
"S01009772","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","2","0","1","0","4","0","2","2","6","9","2","2","4","1","0","4","3","1","1","0"
"S01009773","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","3","2","3","1","7","4","2","1","3","0"
"S01009774","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","7","6","6","7","0","3","2","0","5","1"
"S01009775","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","60","73","60","56","55","41","46","24","34","55","82","59","53","32","25","39","42","45","65","59","26"
"S01009776","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","15","18","12","12","17","15","13","24","21","21","21","28","16","13","5","21","13","13","21","18","1"
"S01009777","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","10","10","9","4","1","15","9","8","8","9","15","19","14","11","19","11","8","7","5","6","3"
"S01009778","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","32","47","24","12","19","27","18","19","11","18","20","13","14","11","18","12","10","20","11","10","1"
"S01009779","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","38","26","39","41","28","41","47","33","22","46","55","64","33","21","22","32","18","14","25","32","6"
"S01009780","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","24","11","24","19","13","14","23","29","26","22","19","19","33","18","14","21","10","14","12","19","1"
"S01009781","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","20","10","6","10","16","18","12","10","12","8","6","14","16","11","9","11","10","8","11","4","1"
"S01009782","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","2","5","8","7","13","12","20","9","12","15","20","15","10","0","6","6","7","16","10","3"
"S01009783","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","12","9","4","9","11","15","17","20","18","16","13","15","7","12","9","13","7","4","5","1"
"S01009784","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","33","30","16","21","16","18","10","13","7","23","15","16","14","10","6","16","8","13","6","6","0"
"S01009785","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","58","51","45","29","32","43","51","32","19","11","25","27","23","14","10","10","6","20","14","11","0"
"S01009786","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","53","19","23","19","32","32","42","34","34","23","38","46","36","22","35","23","20","38","26","14","5"
"S01009787","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","26","33","25","36","14","22","31","18","28","13","21","23","16","12","8","13","11","13","9","16","3"
"S01009788","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","5","4","9","5","13","6","7","15","9","15","25","10","11","8","14","4","5","5","11","6","0"
"S01009789","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","25","32","23","29","32","30","33","34","29","17","34","21","14","21","24","13","20","18","18","16","5"
"S01009790","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","3","3","2","3","3","5","2","1","2","3","3","6","4","4","2","3","5","2","2","0"
"S01009791","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","39","33","49","30","43","24","41","34","22","18","32","25","19","12","15","8","15","18","13","16","1"
"S01009792","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","3","16","3","8","4","5","1","3","1","2","5","10","1","1"
"S01009793","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","3","12","8","3","2","3","3","4","3","7","3","8","9","2","1","4","3","9","8","1"
"S01009794","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","5","3","2","5","1","2","4","2","0","2","1","3","2","2","2","2"
"S01009795","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","3","2","3","10","7","1","2","1","11","5","3","5","1","2","2","2","5","0"
"S01009796","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","3","0","1","4","2","4","1","4","3","2","2","2","0","0","4","2","1","0","1","0"
"S01009797","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","17","29","17","10","21","26","12","9","20","11","20","8","27","7","6","9","7","10","15","12","3"
"S01009798","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","5","2","3","1","1","4","7","5","2","1","1","0","1","0","1","1","0","0"
"S01009799","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","17","34","33","27","12","19","42","31","49","37","40","38","26","26","10","18","13","26","16","27","24","2"
"S01009800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","22","30","18","28","23","28","34","40","19","29","25","29","26","27","16","10","5","11","4","18","2"
"S01009801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","24","14","12","15","13","19","21","10","16","19","12","14","14","6","8","4","5","11","8","20","3"
"S01009802","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","18","19","24","18","29","19","9","14","14","14","23","32","22","16","15","16","20","11","14","12","4"
"S01009803","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","25","16","15","25","19","25","27","18","24","18","22","14","29","13","15","21","19","12","8","17","0"
"S01009804","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","9","11","6","16","4","7","5","10","12","9","21","16","14","11","8","20","27","30","19","10","4"
"S01009805","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","22","34","34","48","31","34","30","27","20","23","46","37","54","30","27","27","6","14","28","10","5"
"S01009806","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","35","83","64","76","83","76","94","73","62","76","59","82","56","51","31","44","34","21","24","39","48","11"
"S01009807","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","12","14","18","20","10","35","27","21","27","29","36","40","20","21","14","10","9","4","6","7","0"
"S01009808","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","31","29","23","36","34","41","30","35","38","56","71","63","47","23","18","8","7","12","6","15","1"
"S01009809","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","5","7","2","3","2","8","5","4","8","15","13","6","5","4","3","3","10","9","21","25","7"
"S01009810","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","9","10","18","15","15","13","15","13","17","26","18","24","23","20","19","17","23","22","16","15","8"
"S01009811","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","18","17","25","24","26","19","26","27","17","21","15","16","19","12","15","9","16","11","13","10","4"
"S01009812","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","9","3","1","10","9","5","10","13","11","7","8","8","6","8","6","10","7","3","15","11","1"
"S01009813","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","17","14","10","22","8","11","13","17","19","25","18","22","20","30","7","19","22","12","26","22","4"
"S01009814","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","18","15","16","16","13","6","22","23","15","21","10","8","17","4","9","9","4","7","30","5"
"S01009815","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","7","2","9","4","7","5","5","16","8","7","12","5","11","7","11","6","6","15","13","9","4"
"S01009816","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","3","3","3","6","2","0","6","9","20","14","12","4","6","3","4","4","7","6","6","9","0"
"S01009817","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","7","16","6","16","12","10","12","14","4","5","10","6","9","16","3","10","6","9","13","20","5"
"S01009818","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","14","33","26","13","23","16","14","13","13","15","17","19","8","7","6","7","9","3","3","6","2"
"S01009819","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","20","15","19","13","21","15","24","18","23","16","25","8","23","10","9","10","14","7","11","8","4"
"S01009820","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","39","40","28","16","17","37","39","23","48","41","37","31","19","20","24","14","9","15","17","22","10"
"S01009821","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","9","5","2","8","9","9","18","18","8","4","10","7","3","12","8","8","8","7","4","5","1"
"S01009822","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","14","12","13","11","14","2","3","10","11","9","2","8","3","4","1","0","0","8","1","0"
"S01009823","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","2","7","8","9","10","10","11","5","5","17","12","9","5","5","9","4","11","23","5","0"
"S01009824","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","21","13","14","11","7","2","3","11","18","11","13","13","12","17","5","8","4","12","5","8","0"
