code,p2002,p2003,p2004,p2005,p2006,p2007,p2008,p2009,p2010,p2011,p2012,p2013,p2014,p2015,p2016
S00114078,182,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA
S00115860,106,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA
S00114073,171,NA,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA
S00114072,141.828571,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA
S00114070,87.1756,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA
S00114048,91.647056,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA
S00114047,60.352939,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA
S00114068,114,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA
S00114069,94,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA
S00114067,81,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA
S00114056,114,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA
S00114071,191,NA,NA,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,NA
S00114065,155,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA
S00113358,170,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA
S00116073,83,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA
S00114066,125,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA
S00117178,110,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA
S00117177,90,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA
S00114064,104,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA
S00114061,138,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA
S00114062,117,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA
S00114057,90,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA
S00114063,120,NA,NA,NA,NA,NA,NA,NA,NA,177,NA,NA,NA,NA,NA
S00114060,93,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA
S00116106,90,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA
S00116105,110,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA
S00117212,161,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA
S00113501,95.400003,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA
S00113490,107.600003,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA
S00117211,119,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA
S00114233,147,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA
S00117214,82,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA
S00117541,64.83684,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA
S00117542,61.494736,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA
S00116343,75,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA
S00115908,137,NA,NA,NA,NA,NA,NA,NA,NA,148,NA,NA,NA,NA,NA
S00114038,131.858368,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA
S00114037,95,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA
S00114029,124,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA
S00114028,180,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,NA,NA,NA
S00117182,140,NA,NA,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA
S00117184,137,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA
S00117181,182,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
S00115854,182,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA
S00114081,165,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,NA
S00114082,134,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA
S00117183,73,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,NA,NA
S00114210,94,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA
S00116097,90,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA
S00114231,157,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,NA
S00116104,109,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA
S00114229,60.441767,NA,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA
S00114230,25.558233,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA
S00116107,80,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA
S00114076,77,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA
S00114215,126,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA
S00114214,121,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA
S00116096,82,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA
S00117174,59,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA
S00117173,65,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA
S00115849,203,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,NA
S00115853,127.630769,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA
S00117540,153,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA
S00117539,69,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA
S00115862,157,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA
S00115865,89,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA
S00115852,120,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA
S00115878,123,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA
S00115881,122,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA
S00117538,83,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA
S00117537,81,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA
S00115864,102,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA
S00115850,131.644733,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA
S00115851,129.355259,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA
S00115858,129,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA
S00115855,147,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA
S00115857,129,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA
S00115856,151,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA
S00115809,124,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA
S00115880,90,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA
S00115861,154,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,NA
S00115863,95,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA
S00115868,113,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA
S00115879,124,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA
S00115867,92,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA
S00116992,94.271358,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA
S00115859,234,NA,NA,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,NA
S00115866,128,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA
S00115869,106,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA
S00115870,148,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA
S00115886,137,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA
S00115875,156,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA
S00115876,87,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA
S00115871,96,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA
S00115874,144,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA
S00115873,139,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA
S00115810,137,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA
S00115872,159,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA
S00115883,90,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA
S00115891,153,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,NA
S00115905,73,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA
S00115890,100,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA
S00115882,120,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA
S00115907,75,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA
S00115885,131,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA
S00115877,95,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA
S00115884,100,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA
S00115888,86,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA
S00115887,130,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA
S00115894,94,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA
S00115892,81,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA
S00115889,96,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA
S00117527,83,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA
S00115830,190,NA,NA,NA,NA,NA,NA,NA,NA,161,NA,NA,NA,NA,NA
S00115906,68,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA
S00115895,120,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA
S00114225,150,NA,NA,NA,NA,NA,NA,NA,NA,148,NA,NA,NA,NA,NA
S00115903,193,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,NA,NA,NA
S00115900,90.383636,NA,NA,NA,NA,NA,NA,NA,NA,228,NA,NA,NA,NA,NA
S00115898,38.849104,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA
S00115899,25.767264,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA
S00115896,247,NA,NA,NA,NA,NA,NA,NA,NA,184,NA,NA,NA,NA,NA
S00115902,219,NA,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA
S00115893,183,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,NA,NA,NA
S00115904,106,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA
S00115901,83,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA
S00115897,92,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA
S00115808,136,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,NA
S00115811,118,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,NA,NA
S00115813,164,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA
S00115815,148,NA,NA,NA,NA,NA,NA,NA,NA,142,NA,NA,NA,NA,NA
S00115812,137,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA
S00115817,110,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA
S00115814,133,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA
S00113449,98,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA
S00116333,82,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA
S00114213,145,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA
S00115821,97,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA
S00115818,117,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA
S00114216,114,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA
S00114212,68,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA
S00114218,162,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA
S00116099,134,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA
S00114217,81,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA
S00115826,169,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA
S00116336,134,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA
S00115827,126,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA
S00115829,129,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA
S00115825,108,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA
S00115816,129,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA
S00115820,112,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA
S00115828,148,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA
S00115819,137,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,NA
S00115824,172,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,NA
S00115823,186,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA
S00115822,143,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA
S00115837,113,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA
S00116335,99.74522,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA
S00116334,74.254775,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA
S00114219,97.095059,NA,NA,NA,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,NA
S00116098,54.904941,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA
S00117207,147,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA
S00117208,116,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA
S00116103,71,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA
S00114228,60.278146,NA,NA,NA,NA,NA,NA,NA,NA,164,NA,NA,NA,NA,NA
S00114227,50.721854,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA
S00117210,396,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA
S00114220,62,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA
S00117520,150,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,NA
S00114223,86,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA
S00114221,126,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA
S00117526,94.035554,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA
S00117525,47.964442,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA
S00117524,129,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA
S00116337,72,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA
S00115841,80,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA
S00115833,148,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA
S00115831,107,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA
S00115834,130,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA
S00115832,144,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA
S00115844,122,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA
S00115839,108,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA
S00115838,109,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA
S00117532,98,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA
S00115840,138,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA
S00117529,167,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA
S00117531,202,NA,NA,NA,NA,NA,NA,NA,NA,197,NA,NA,NA,NA,NA
S00117528,69,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA
S00115842,145,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA
S00117618,145,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA
S00116339,103,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA
S00115848,113,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA
S00115845,163.196203,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA
S00115847,169,NA,NA,NA,NA,NA,NA,NA,NA,161,NA,NA,NA,NA,NA
S00115846,172,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA
S00116340,73,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA
S00115843,129,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA
S00117517,283,NA,NA,NA,NA,NA,NA,NA,NA,260,NA,NA,NA,NA,NA
S00117533,125.8038,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA
S00117530,178,NA,NA,NA,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,NA
S00117518,147,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA
S00117534,90,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA
S00117523,127,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA
S00117519,202,NA,NA,NA,NA,NA,NA,NA,NA,197,NA,NA,NA,NA,NA
S00117521,123,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA
S00117624,238,NA,NA,NA,NA,NA,NA,NA,NA,209,NA,NA,NA,NA,NA
S00117625,166,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA
S00117620,97,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA
S00112163,22.531251,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA
S00112161,19.906251,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA
S00112162,14.656249,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA
S00112164,18.49525,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA
S00115974,61,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA
S00112272,35.820733,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA
S00112269,28.425485,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA
S00112273,1.1556,NA,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA
S00116382,43.139555,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA
S00116381,19.292726,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA
S00116385,13.921259,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA
S00116384,10.782152,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA
S00116380,10.64567,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA
S00116386,8.4656,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA
S00116383,3.5464,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA
S00117633,17.759494,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA
S00117635,15.056962,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA
S00117632,13.770042,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA
S00117631,9.780591,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA
S00117634,4.6299,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA
S00112175,25.034484,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA
S00112176,20.896551,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA
S00112179,15.931034,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA
S00112177,11.172414,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA
S00112178,11.172414,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA
S00116345,93.896907,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA
S00116349,190.253928,NA,NA,NA,NA,NA,NA,NA,NA,886,NA,NA,NA,NA,NA
S00116348,43.590909,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA
S00116350,24.4682,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA
S00116347,15.6728,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA
S00112319,73.391751,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA
S00112318,39.608247,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA
S00112310,109,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA
S00117098,119,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA
S00117099,118,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA
S00113684,128,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA
S00113682,77,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA
S00116297,26.360655,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA
S00116296,19.803279,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA
S00116299,9.836066,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA
S00116278,55,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA
S00112314,104,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA
S00113677,124,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA
S00113683,145,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA
S00113678,114,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA
S00113687,72,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA
S00112208,97.373413,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA
S00112210,50.204082,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA
S00112209,46.530614,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA
S00116642,68,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA
S00116640,70,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA
S00115965,95.07981,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA
S00115964,70.92019,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA
S00112212,86,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA
S00112207,57.891894,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA
S00116641,68,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA
S00112307,74.782915,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA
S00112306,58.217081,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA
S00116941,142,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA
S00113492,218,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA
S00113493,318,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA
S00112324,659,NA,NA,NA,NA,NA,NA,NA,NA,645,NA,NA,NA,NA,NA
S00112323,195,NA,NA,NA,NA,NA,NA,NA,NA,201,NA,NA,NA,NA,NA
S00112173,94,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA
S00112331,132,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA
S00116659,25.673043,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA
S00116662,40.193043,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA
S00116661,28.198261,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA
S00116660,26.935653,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA
S00112211,160,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA
S00112333,82,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA
S00116664,102,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA
S00112332,62,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA
S00112335,129,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA
S00112330,72,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA
S00112328,80,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA
S00112329,89,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA
