code,p2001
60QP003781,81
60QP003782,157
60QP003783,128
60QP003784,219
60QP003785,477
60QP003786,151
60QP003787,229
60QP003788,69
60QP003789,135
60QP003790,95
60QP003791,73
60QP003792,134
60QP003793,117
60QP003794,117
60QP003795,119
60QP003796,158
60QP003797,93
60QP003798,206
60QP003799,175
60QP003800,174
60QP003801,154
60QP003802,86
60QP003803,88
60QP003804,266
60QP003805,70
60QP003806,76
60QP003807,165
60QP003808,140
60QP003809,122
60QP003810,123
60QP003811,114
60QP003812,171
60QP003813,198
60QP003814,75
60QP003815,127
60QP003816,143
60QP003817,136
60QP003818,110
60QP003819,83
60QP003820,100
60QP003821,176
60QP003822,149
60QP003823,137
60QP003824,188
60QP003825,81
60QP003826,109
60QP003827,102
60QP003828,111
60QP003829,109
60QP003830,89
60QP003831,84
60QP003832,107
60QP003833,96
60QP003834,66
60QP003835,110
60QP003836,148
60QP003837,107
60QP003838,140
60QP003839,152
60QP003840,87
60QP003841,129
60QP003842,66
60QP003843,136
60QP003844,139
60QP003845,152
60QP003846,96
60QP003847,134
60QP003848,80
60QP003849,143
60QP003850,88
60QP003851,108
60QP003852,168
60QP003853,126
60QP003854,174
60QP003855,92
60QP003856,54
60QP003857,153
60QP003858,88
60QP003859,55
60QP003860,77
60QP003861,151
60QP003862,111
60QP003863,140
60QP003864,150
60QP003865,87
60QP003866,105
60QP003867,181
60QP003868,160
60QP003869,78
60QP003870,51
60QP003871,86
60QP003872,110
60QP003873,85
60QP003874,116
60QP003875,97
60QP003876,188
60QP003877,125
60QP003878,137
60QP003879,211
60QP003880,177
60QP003881,155
60QP003882,134
60QP003883,106
60QP003884,73
60QP003885,110
60QP003886,53
60QP003887,112
60QP003888,197
60QP003889,127
60QP003890,138
60QP003891,121
60QP003892,168
60QP003893,149
60QP003894,97
60QP003895,101
60QP003896,122
60QP003897,94
60QP003898,131
60QP003899,140
60QP003900,191
60QP003901,127
60QP003902,156
60QP003903,88
60QP003904,145
60QP003905,143
60QP003906,81
60QP003907,82
60QP003908,115
60QP003909,51
60QP003910,182
60QP003911,59
60QP003912,139
60QP003913,147
60QP003914,124
60QP003915,184
60QP003916,101
60QP003917,129
60QP003918,91
60QP003919,65
60QP003920,113
60QP003921,91
60QP003922,147
60QP003923,78
60QP003924,150
60QP003925,94
60QP003926,81
60QP003927,127
60QP003928,121
60QP003929,136
60QP003930,171
60QP003931,92
60QP003932,176
60QP003933,199
60QP003934,114
60QP003935,149
60QP003936,105
60QP003937,165
60QP003938,139
60QP003939,82
60QP003940,85
60QP003941,138
60QP003942,108
60QP003943,93
60QP003944,96
60QP003945,101
60QP003946,96
60QP003947,91
60QP003948,154
60QP003949,69
60QP003950,119
60QP003951,124
60QP003952,132
60QP003953,93
60QP003954,138
60QP003955,93
60QP003956,106
60QP003957,302
60QP003958,113
60QP003959,59
60QP003960,53
60QP003961,99
60QP003962,150
60QP003963,127
60QP003964,70
60QP003965,87
60QP003966,97
60QP003967,80
60QP003968,95
60QP003969,188
60QP003970,97
60QP003971,143
60QP003972,90
60QP003973,100
60QP003974,116
60QP003975,141
60QQ000001,146
60QQ000002,103
60QQ000003,99
60QQ000004,158
60QQ000005,71
60QQ000006,112
60QQ000007,175
60QQ000008,71
60QQ000009,53
60QQ000010,175
60QQ000011,70
60QQ000012,153
60QQ000013,160
60QQ000014,107
60QQ000015,80
60QQ000016,129
60QQ000017,153
60QQ000018,142
60QQ000019,146
60QQ000020,137
60QQ000021,85
60QQ000022,146
60QQ000023,211
60QQ000024,197
60QQ000025,180
60QQ000026,75
60QQ000027,101
60QQ000028,126
60QQ000029,135
60QQ000030,125
60QQ000031,77
60QQ000032,60
60QQ000033,156
60QQ000034,142
60QQ000035,82
60QQ000036,141
60QQ000037,111
60QQ000038,142
60QQ000039,96
60QQ000040,134
60QQ000041,125
60QQ000042,94
60QQ000043,147
60QQ000044,197
60QQ000045,105
60QQ000046,97
60QQ000047,156
60QQ000048,204
60QQ000049,177
60QQ000050,156
60QQ000051,103
60QQ000052,65
60QQ000053,94
60QQ000054,95
60QQ000055,119
60QQ000056,136
60QQ000057,113
60QQ000058,65
60QQ000059,145
60QQ000060,189
60QQ000061,150
60QQ000062,134
60QQ000063,194
60QQ000064,93
60QQ000065,198
60QQ000066,142
60QQ000067,101
60QQ000068,149
60QQ000069,100
60QQ000070,92
60QQ000071,130
60QQ000072,122
60QQ000073,104
60QQ000074,65
60QQ000075,197
60QQ000076,100
60QQ000077,129
60QQ000078,52
60QQ000079,123
60QQ000080,67
60QQ000081,79
60QQ000082,112
60QQ000083,73
60QQ000084,98
60QQ000085,55
60QQ000086,50
60QQ000087,96
60QQ000088,114
60QQ000089,56
60QQ000090,61
60QQ000091,90
60QQ000092,102
60QQ000093,100
60QQ000094,71
60QQ000095,50
60QQ000096,135
60QQ000097,52
60QQ000098,104
60QQ000099,140
60QQ000100,145
60QQ000101,86
60QQ000102,121
60QQ000103,146
60QQ000104,108
60QQ000105,160
60QQ000106,170
60QQ000107,160
60QQ000108,156
60QQ000109,207
60QQ000110,211
60QQ000111,125
60QQ000112,113
60QQ000113,111
60QQ000114,129
60QQ000115,178
60QQ000116,155
60QQ000117,116
60QQ000118,100
60QQ000119,186
60QQ000120,124
60QQ000121,152
60QQ000122,122
60QQ000123,80
60QQ000124,94
60QQ000125,73
60QQ000126,70
60QQ000127,203
60QQ000128,138
60QQ000129,108
60QQ000130,108
60QQ000131,146
60QQ000132,132
60QQ000133,95
60QQ000134,127
60QQ000135,133
60QQ000136,129
60QQ000137,95
60QQ000138,68
60QQ000139,89
60QQ000140,54
60QQ000141,165
60QQ000142,93
60QQ000143,59
60QQ000144,53
60QQ000145,126
60QQ000146,160
60QQ000147,136
60QQ000148,57
60QQ000149,64
60QQ000150,81
60QQ000151,111
60QQ000152,171
60QQ000153,153
60QQ000154,131
60QQ000155,122
60QQ000156,91
60QQ000157,124
60QQ000158,98
60QQ000159,101
60QQ000160,81
60QQ000161,98
60QQ000162,95
60QQ000163,100
60QQ000164,98
60QQ000165,123
60QQ000166,155
60QQ000167,106
60QQ000168,140
60QQ000169,110
60QQ000170,137
60QQ000171,110
60QQ000172,180
60QQ000173,63
60QQ000174,206
60QQ000175,209
60QQ000176,137
60QQ000177,175
60QQ000178,93
60QQ000179,113
60QQ000180,79
60QQ000181,144
60QQ000182,71
60QQ000183,120
60QQ000184,176
60QQ000185,103
60QQ000186,120
60QQ000187,116
60QQ000188,119
60QQ000189,159
60QQ000190,201
60QQ000191,91
60QQ000192,92
60QQ000193,85
60QQ000194,86
60QQ000195,81
60QQ000196,101
60QQ000197,134
60QQ000198,117
60QQ000199,123
60QQ000200,97
60QQ000201,158
60QQ000202,79
60QQ000203,138
60QQ000204,160
60QQ000205,96
60QQ000206,110
60QQ000207,91
60QQ000208,90
60QQ000209,86
60QQ000210,104
60QQ000211,113
60QQ000212,121
60QQ000213,122
60QQ000214,81
60QQ000215,78
60QQ000216,112
60QQ000217,107
60QQ000218,179
60QQ000219,154
60QQ000220,80
60QQ000221,93
60QQ000222,91
60QQ000223,120
60QQ000224,80
60QQ000225,73
60QQ000226,66
60QQ000227,99
60QQ000228,72
60QQ000229,67
60QQ000230,110
60QQ000231,73
60QQ000232,104
60QQ000233,101
60QQ000234,123
60QQ000235,80
60QQ000236,140
60QQ000237,138
60QQ000238,124
60QQ000239,112
60QQ000240,158
60QQ000241,111
60QQ000242,74
60QQ000243,124
60QQ000244,83
60QQ000245,80
60QQ000246,131
60QQ000247,84
60QQ000248,96
60QQ000249,63
60QQ000250,126
60QQ000251,203
60QQ000252,115
60QQ000253,121
60QQ000254,108
60QQ000255,206
60QQ000256,172
60QQ000257,199
60QQ000258,103
60QQ000259,105
60QQ000260,120
60QQ000261,134
60QQ000262,111
60QQ000263,55
60QQ000264,94
60QQ000265,190
60QQ000266,103
60QQ000267,142
60QQ000268,173
60QQ000269,132
60QQ000270,106
60QQ000271,86
60QQ000272,120
60QQ000273,149
60QQ000274,89
60QQ000275,82
60QQ000276,113
60QQ000277,176
60QQ000278,103
60QQ000279,95
60QQ000280,119
60QQ000281,121
60QQ000282,107
60QQ000283,99
60QQ000284,140
60QQ000285,162
60QQ000286,86
60QQ000287,113
60QQ000288,125
60QQ000289,93
60QQ000290,87
60QQ000291,72
60QQ000292,56
60QQ000293,100
60QQ000294,79
60QQ000295,97
60QQ000296,89
60QQ000297,104
60QQ000298,93
60QQ000299,116
60QQ000300,133
60QQ000301,101
60QQ000302,161
60QQ000303,105
60QQ000304,112
60QQ000305,97
60QQ000306,143
60QQ000307,115
60QQ000308,95
60QQ000309,129
60QQ000310,92
60QQ000311,122
60QQ000312,111
60QQ000313,97
60QQ000314,120
60QQ000315,54
60QQ000316,114
60QQ000317,123
60QQ000318,118
60QQ000319,110
60QQ000320,88
60QQ000321,110
60QQ000322,104
60QQ000323,70
60QQ000324,52
60QQ000325,116
60QQ000326,85
60QQ000327,116
60QQ000328,142
60QQ000329,133
60QQ000330,100
60QQ000331,116
60QQ000332,108
60QQ000333,95
60QQ000334,167
60QQ000335,165
60QQ000336,143
60QQ000337,115
60QQ000338,107
60QQ000339,133
60QQ000340,107
60QQ000341,81
60QQ000342,159
60QQ000343,82
60QQ000344,92
60QQ000345,103
60QQ000346,175
60QQ000347,122
60QQ000348,83
60QQ000349,96
60QQ000350,96
60QQ000351,138
60QQ000352,68
60QQ000353,147
60QQ000354,117
60QQ000355,105
60QQ000356,196
60QQ000357,89
60QQ000358,132
60QQ000359,150
60QQ000360,66
60QQ000361,92
60QQ000362,114
60QQ000363,95
60QQ000364,94
60QQ000365,77
60QQ000366,85
60QQ000367,144
60QQ000368,113
60QQ000369,116
60QQ000370,89
60QQ000371,129
60QQ000372,157
60QQ000373,87
60QQ000374,150
60QQ000375,160
60QQ000376,140
60QQ000377,123
60QQ000378,61
60QQ000379,86
60QQ000380,62
60QQ000381,158
60QQ000382,85
60QQ000383,81
60QQ000384,82
60QQ000385,65
60QQ000386,60
60QQ000387,82
60QQ000388,106
60QQ000389,101
60QQ000390,99
60QQ000391,91
60QQ000392,118
60QQ000393,117
60QQ000394,107
60QQ000395,145
60QQ000396,119
60QQ000397,194
60QQ000398,115
60QQ000399,101
60QQ000400,122
60QQ000401,128
60QQ000402,152
60QQ000403,156
60QQ000404,179
60QQ000405,127
60QQ000406,176
60QQ000407,103
60QQ000408,116
60QQ000409,50
60QQ000410,160
60QQ000411,95
60QQ000412,97
60QQ000413,62
60QQ000414,86
60QQ000415,117
60QQ000416,103
60QQ000417,97
60QQ000418,138
60QQ000419,114
60QQ000420,105
60QQ000421,95
60QQ000422,138
60QQ000423,90
60QQ000424,78
60QQ000425,80
60QQ000426,124
60QQ000427,93
60QQ000428,139
60QQ000429,113
60QQ000430,185
60QQ000431,129
60QQ000432,144
60QQ000433,64
60QQ000434,89
60QQ000435,135
60QQ000436,138
60QQ000437,95
60QQ000438,62
60QQ000439,63
60QQ000440,105
60QQ000441,82
60QQ000442,121
60QQ000443,137
60QQ000444,115
60QQ000445,103
60QQ000446,96
60QQ000447,62
60QQ000448,87
60QQ000449,170
60QQ000450,197
60QQ000451,127
60QQ000452,93
60QQ000453,108
60QQ000454,135
60QQ000455,187
60QQ000456,105
60QQ000457,319
60QQ000458,126
60QQ000459,103
60QQ000460,103
60QQ000461,139
60QQ000462,111
60QQ000463,188
60QQ000464,173
60QQ000465,135
60QQ000466,162
60QQ000467,92
60QQ000468,128
60QQ000469,94
60QQ000470,115
60QQ000471,133
60QQ000472,121
60QQ000473,199
60QQ000474,231
60QQ000475,129
60QQ000476,181
60QQ000477,115
60QQ000478,137
60QQ000479,112
60QQ000480,113
60QQ000481,106
60QQ000482,104
60QQ000483,112
60QQ000484,88
60QQ000485,122
60QQ000486,166
60QQ000487,152
60QQ000488,140
60QQ000489,226
60QQ000490,136
60QQ000491,134
60QQ000492,114
60QQ000493,128
60QQ000494,184
60QQ000495,175
60QQ000496,164
60QQ000497,56
60QQ000498,108
60QQ000499,129
60QQ000500,128
60QQ000501,88
60QQ000502,127
60QQ000503,163
60QQ000504,83
60QQ000505,119
60QQ000506,138
60QQ000507,118
60QQ000508,116
60QQ000509,132
60QQ000510,124
60QQ000511,124
60QQ000512,144
60QQ000513,150
60QQ000514,171
60QQ000515,65
60QQ000516,52
60QQ000517,116
60QQ000518,116
60QQ000519,129
60QQ000520,105
60QQ000521,71
60QQ000522,75
60QQ000523,109
60QQ000524,225
60QQ000525,211
60QQ000526,138
60QQ000527,163
60QQ000528,114
60QQ000529,102
60QQ000530,137
60QQ000531,74
60QQ000532,153
60QQ000533,168
60QQ000534,78
60QQ000535,172
60QQ000536,120
60QQ000537,112
60QQ000538,153
60QQ000539,112
60QQ000540,110
60QQ000541,110
60QQ000542,196
60QQ000543,200
60QQ000544,159
60QQ000545,136
60QQ000546,127
60QQ000547,162
60QQ000548,158
60QQ000549,178
60QQ000550,177
60QQ000551,124
60QQ000552,186
60QQ000553,110
60QQ000554,155
60QQ000555,116
60QQ000556,193
60QQ000557,93
60QQ000558,136
60QQ000559,130
60QQ000560,82
60QQ000561,131
60QQ000562,121
60QQ000563,116
60QQ000564,145
60QQ000565,85
60QQ000566,120
60QQ000567,111
60QQ000568,86
60QQ000569,137
60QQ000570,136
60QQ000571,144
60QQ000572,106
60QQ000573,151
60QQ000574,149
60QQ000575,168
60QQ000576,105
60QQ000577,144
60QQ000578,140
60QQ000579,127
60QQ000580,170
60QQ000581,135
60QQ000582,117
60QQ000583,89
60QQ000584,143
60QQ000585,167
60QQ000586,137
60QQ000587,143
60QQ000588,113
60QQ000589,124
60QQ000590,86
60QQ000591,132
60QQ000592,136
60QQ000593,104
60QQ000594,145
60QQ000595,118
60QQ000596,76
60QQ000597,52
60QQ000598,59
60QQ000599,187
60QQ000600,127
60QQ000601,68
60QQ000602,89
60QQ000603,141
60QQ000604,232
60QQ000605,107
60QQ000606,140
60QQ000607,132
60QQ000608,153
60QQ000609,98
60QQ000610,101
60QQ000611,118
60QQ000612,127
60QQ000613,151
60QQ000614,191
60QQ000615,100
60QQ000616,120
60QQ000617,139
60QQ000618,140
60QQ000619,104
60QQ000620,109
60QQ000621,149
60QQ000622,144
60QQ000623,200
60QQ000624,77
60QQ000625,206
60QQ000626,201
60QQ000627,138
60QQ000628,125
60QQ000629,178
60QQ000630,150
60QQ000631,175
60QQ000632,74
60QQ000633,115
60QQ000634,134
60QQ000635,104
60QQ000636,108
60QQ000637,190
60QQ000638,144
60QQ000639,114
60QQ000640,114
60QQ000641,143
60QQ000642,90
60QQ000643,80
60QQ000644,174
60QQ000645,154
60QQ000646,201
60QQ000647,171
60QQ000648,146
60QQ000649,147
60QQ000650,117
60QQ000651,67
60QQ000652,92
60QQ000653,62
60QQ000654,78
60QQ000655,96
60QQ000656,103
60QQ000657,166
60QQ000658,163
60QQ000659,128
60QQ000660,122
60QQ000661,57
60QQ000662,195
60QQ000663,165
60QQ000664,162
60QQ000665,155
60QQ000666,177
60QQ000667,132
60QQ000668,160
60QQ000669,107
60QQ000670,147
60QQ000671,97
60QQ000672,169
60QQ000673,125
60QQ000674,62
60QQ000675,167
60QQ000676,200
60QQ000677,198
60QQ000678,130
60QQ000679,152
60QQ000680,131
60QQ000681,137
60QQ000682,110
60QQ000683,146
60QQ000684,114
60QQ000685,92
60QQ000686,220
60QQ000687,119
60QQ000688,87
60QQ000689,129
60QQ000690,96
60QQ000691,113
60QQ000692,214
60QQ000693,168
60QQ000694,120
60QQ000695,163
60QQ000696,159
60QQ000697,128
60QQ000698,130
60QQ000699,98
60QQ000700,137
60QQ000701,113
60QQ000702,104
60QQ000703,194
60QQ000704,163
60QQ000705,103
60QQ000706,227
60QQ000707,222
60QQ000708,155
60QQ000709,116
60QQ000710,148
60QQ000711,122
60QQ000712,115
60QQ000713,101
60QQ000714,184
60QQ000715,101
60QQ000716,104
60QQ000717,54
60QQ000718,98
60QQ000719,108
60QQ000720,50
60QQ000721,83
60QQ000722,181
60QQ000723,120
60QQ000724,181
60QQ000725,140
60QQ000726,129
60QQ000727,108
60QQ000728,131
60QQ000729,150
60QQ000730,96
60QQ000731,105
60QQ000732,67
60QQ000733,82
60QQ000734,148
60QQ000735,152
60QQ000736,149
60QQ000737,94
60QQ000738,58
60QQ000739,104
60QQ000740,177
60QQ000741,199
60QQ000742,219
60QQ000743,163
60QQ000744,190
60QQ000745,96
60QQ000746,118
60QQ000747,118
60QQ000748,129
60QQ000749,118
60QQ000750,194
60QQ000751,177
60QQ000752,134
60QQ000753,164
60QQ000754,104
60QQ000755,163
60QQ000756,174
60QQ000757,182
60QQ000758,100
60QQ000759,222
60QQ000760,115
60QQ000761,135
60QQ000762,190
60QQ000763,142
60QQ000764,138
60QQ000765,145
60QQ000766,100
60QQ000767,132
60QQ000768,104
60QQ000769,130
60QQ000770,95
60QQ000771,63
60QQ000772,91
60QQ000773,89
60QQ000774,125
60QQ000775,129
60QQ000776,93
60QQ000777,78
60QQ000778,70
60QQ000779,119
60QQ000780,70
60QQ000781,81
60QQ000782,158
60QQ000783,153
60QQ000784,112
60QQ000785,144
60QQ000786,142
60QQ000787,94
60QQ000788,162
60QQ000789,95
60QQ000790,182
60QQ000791,118
60QQ000792,146
60QQ000793,63
60QQ000794,106
60QQ000795,68
60QQ000796,75
60QQ000797,125
60QQ000798,109
60QQ000799,83
60QQ000800,158
60QQ000801,122
60QQ000802,72
60QQ000803,151
60QQ000804,138
60QQ000805,153
60QQ000806,120
60QQ000807,114
60QQ000808,146
60QQ000809,145
60QQ000810,147
60QQ000811,100
60QQ000812,138
60QQ000813,139
60QQ000814,104
60QQ000815,95
60QQ000816,109
60QQ000817,65
60QQ000818,111
60QQ000819,113
60QQ000820,98
60QQ000821,160
60QQ000822,188
60QQ000823,158
60QQ000824,182
60QQ000825,187
60QQ000826,163
60QQ000827,112
60QQ000828,108
60QQ000829,103
60QQ000830,113
60QQ000831,82
60QQ000832,109
60QQ000833,125
60QQ000834,103
60QQ000835,122
60QQ000836,118
60QQ000837,84
60QQ000838,167
60QQ000839,97
60QQ000840,128
60QQ000841,142
60QQ000842,109
60QQ000843,69
60QQ000844,163
60QQ000845,50
60QQ000846,79
60QQ000847,105
60QQ000848,62
60QQ000849,90
60QQ000850,146
60QQ000851,164
60QQ000852,204
60QQ000853,111
60QQ000854,137
60QQ000855,129
60QQ000856,57
60QQ000857,109
60QQ000858,71
60QQ000859,150
60QQ000860,128
60QQ000861,109
60QQ000862,134
60QQ000863,85
60QQ000864,100
60QQ000865,126
60QQ000866,122
60QQ000867,117
60QQ000868,82
60QQ000869,55
60QQ000870,105
60QQ000871,64
60QQ000872,99
60QQ000873,65
60QQ000874,77
60QQ000875,177
60QQ000876,102
60QQ000877,88
60QQ000878,116
60QQ000879,52
60QQ000880,50
60QQ000881,181
60QQ000882,119
60QQ000883,268
60QQ000884,63
60QQ000885,69
60QQ000886,109
60QQ000887,119
60QQ000888,130
60QQ000889,96
60QQ000890,111
60QQ000891,191
60QQ000892,131
60QQ000893,95
60QQ000894,76
60QQ000895,124
60QQ000896,148
60QQ000897,81
60QQ000898,67
60QQ000899,142
60QQ000900,53
60QQ000901,68
60QQ000902,57
60QQ000903,82
60QQ000904,69
60QQ000905,70
60QQ000906,144
60QQ000907,99
60QQ000908,118
60QQ000909,107
60QQ000910,123
60QQ000911,61
60QQ000912,127
60QQ000913,73
60QQ000914,75
60QQ000915,75
60QQ000916,55
60QQ000917,87
60QQ000918,63
60QQ000919,67
60QQ000920,91
60QQ000921,87
60QQ000922,90
60QQ000923,162
60QQ000924,58
60QQ000925,89
60QQ000926,109
60QQ000927,191
60QQ000928,50
60QQ000929,84
60QQ000930,62
60QQ000931,112
60QQ000932,107
60QQ000933,163
60QQ000934,129
60QQ000935,162
60QQ000936,92
60QQ000937,108
60QQ000938,162
60QQ000939,106
60QQ000940,141
60QQ000941,77
60QQ000942,63
60QQ000943,112
60QQ000944,64
60QQ000945,53
60QQ000946,204
60QQ000947,93
60QQ000948,130
60QQ000949,77
60QQ000950,81
60QQ000951,81
60QQ000952,186
60QQ000953,133
60QQ000954,62
60QQ000955,56
60QQ000956,117
60QQ000957,71
60QQ000958,159
60QQ000959,146
60QQ000960,64
60QQ000961,53
60QQ000962,69
60QQ000963,55
60QQ000964,59
60QQ000965,60
60QQ000966,54
60QQ000967,52
60QQ000968,68
60QQ000969,135
60QQ000970,112
60QQ000971,62
60QQ000972,88
60QQ000973,68
60QQ000974,100
60QQ000975,77
60QQ000976,90
60QQ000977,133
60QQ000978,142
60QQ000979,84
60QQ000980,181
60QQ000981,58
60QQ000982,97
60QQ000983,130
60QQ000984,158
60QQ000985,87
60QQ000986,86
60QQ000987,82
60QQ000988,88
60QQ000989,80
60QQ000990,150
60QQ000991,84
60QQ000992,93
60QQ000993,66
60QQ000994,126
60QQ000995,68
60QQ000996,108
60QQ000997,111
60QQ000998,128
60QQ000999,114
60QQ001000,102
60QQ001001,92
60QQ001002,104
60QQ001003,96
60QQ001004,493
60QQ001005,127
60QQ001006,196
60QQ001007,82
60QQ001008,86
60QQ001009,114
60QQ001010,84
60QQ001011,119
60QQ001012,169
60QQ001013,83
60QQ001014,127
60QQ001015,116
60QQ001016,85
60QQ001017,177
60QQ001018,134
60QQ001019,134
60QQ001020,70
60QQ001021,174
60QQ001022,107
60QQ001023,126
60QQ001024,56
60QQ001025,90
60QQ001026,126
60QQ001027,241
60QQ001028,70
60QQ001029,177
60QQ001030,128
60QQ001031,87
60QQ001032,124
60QQ001033,60
60QQ001034,119
60QQ001035,123
60QQ001036,150
60QQ001037,154
60QQ001038,96
60QQ001039,100
60QQ001040,52
60QQ001041,62
60QQ001042,113
60QQ001043,59
60QQ001044,147
60QQ001045,165
60QQ001046,204
60QQ001047,125
60QQ001048,103
60QQ001049,97
60QQ001050,142
60QQ001051,145
60QQ001052,136
60QQ001053,133
60QQ001054,133
60QQ001055,92
60QQ001056,90
60QQ001057,215
60QQ001058,154
60QQ001059,97
60QQ001060,53
60QQ001061,179
60QQ001062,85
60QQ001063,60
60QQ001064,115
60QQ001065,140
60QQ001066,59
60QQ001067,89
60QQ001068,85
60QQ001069,134
60QQ001070,55
60QQ001071,68
60QQ001072,110
60QQ001073,107
60QQ001074,101
60QQ001075,70
60QQ001076,108
60QQ001077,78
60QQ001078,104
60QQ001079,89
60QQ001080,163
60QQ001081,98
60QQ001082,57
60QQ001083,124
60QQ001084,109
60QQ001085,118
60QQ001086,133
60QQ001087,120
60QQ001088,78
60QQ001089,78
60QQ001090,106
60QQ001091,101
60QQ001092,94
60QQ001093,129
60QQ001094,177
60QQ001095,118
60QQ001096,94
60QQ001097,179
60QQ001098,164
60QQ001099,86
60QQ001100,148
60QQ001101,78
60QQ001102,87
60QQ001103,130
60QQ001104,391
60QQ001105,127
60QQ001106,124
60QQ001107,148
60QQ001108,133
60QQ001109,52
60QQ001110,96
60QQ001111,127
60QQ001112,146
60QQ001113,83
60QQ001114,61
60QQ001115,213
60QQ001116,145
60QQ001117,75
60QQ001118,155
60QQ001119,82
60QQ001120,119
60QQ001121,130
60QQ001122,101
60QQ001123,194
60QQ001124,117
60QQ001125,121
60QQ001126,109
60QQ001127,191
60QQ001128,124
60QQ001129,118
60QQ001130,108
60QQ001131,145
60QQ001132,94
60QQ001133,143
60QQ001134,186
60QQ001135,103
60QQ001136,105
60QQ001137,120
60QQ001138,105
60QQ001139,154
60QQ001140,145
60QQ001141,61
60QQ001142,108
60QQ001143,156
60QQ001144,154
60QQ001145,83
60QQ001146,144
60QQ001147,111
60QQ001148,199
60QQ001149,137
60QQ001150,102
60QQ001151,81
60QQ001152,106
60QQ001153,63
60QQ001154,147
60QQ001155,110
60QQ001156,217
60QQ001157,70
60QQ001158,94
60QQ001159,143
60QQ001160,121
60QQ001161,216
60QQ001162,54
60QQ001163,153
60QQ001164,180
60QQ001165,89
60QQ001166,112
60QQ001167,126
60QQ001168,97
60QQ001169,180
60QQ001170,91
60QQ001171,172
60QQ001172,72
60QQ001173,115
60QQ001174,139
60QQ001175,68
60QQ001176,82
60QQ001177,89
60QQ001178,75
60QQ001179,120
60QQ001180,134
60QQ001181,117
60QQ001182,138
60QQ001183,103
60QQ001184,78
60QQ001185,132
60QQ001186,114
60QQ001187,78
60QQ001188,156
60QQ001189,168
60QQ001190,153
60QQ001191,180
60QQ001192,107
60QQ001193,67
60QQ001194,124
60QQ001195,425
60QQ001196,119
60QQ001197,142
60QQ001198,100
60QQ001199,127
60QQ001200,151
60QQ001201,291
60QQ001202,140
60QQ001203,95
60QQ001204,148
60QQ001205,152
60QQ001206,207
60QQ001207,88
60QQ001208,128
60QQ001209,104
60QQ001210,149
60QR000001,67
60QR000002,211
60QR000003,166
60QR000004,107
60QR000005,140
60QR000006,129
60QR000007,60
60QR000008,120
60QR000009,84
60QR000010,160
60QR000011,112
60QR000012,103
60QR000013,97
60QR000014,80
60QR000015,160
60QR000016,126
60QR000017,189
60QR000018,150
60QR000019,136
60QR000020,89
60QR000021,140
60QR000022,180
60QR000023,128
60QR000024,56
60QR000025,86
60QR000026,183
60QR000027,186
60QR000028,126
60QR000029,192
60QR000030,125
60QR000031,115
60QR000032,147
60QR000033,126
60QR000034,86
60QR000035,75
60QR000036,131
60QR000037,114
60QR000038,175
60QR000039,66
60QR000040,176
60QR000041,107
60QR000042,128
60QR000043,140
60QR000044,110
60QR000045,138
60QR000046,65
60QR000047,113
60QR000048,139
60QR000049,60
60QR000050,63
60QR000051,55
60QR000052,153
60QR000053,198
60QR000054,152
60QR000055,75
60QR000056,71
60QR000057,84
60QR000058,148
60QR000059,127
60QR000060,158
60QR000061,130
60QR000062,119
60QR000063,152
60QR000064,82
60QR000065,92
60QR000066,103
60QR000067,171
60QR000068,131
60QR000069,108
60QR000070,113
60QR000071,113
60QR000072,101
60QR000073,60
60QR000074,72
60QR000075,86
60QR000076,82
60QR000077,100
60QR000078,96
60QR000079,98
60QR000080,151
60QR000081,115
60QR000082,85
60QR000083,116
60QR000084,146
60QR000085,172
60QR000086,128
60QR000087,61
60QR000088,88
60QR000089,94
60QR000090,169
60QR000091,127
60QR000092,113
60QR000093,120
60QR000094,65
60QR000095,112
60QR000096,124
60QR000097,95
60QR000098,103
60QR000099,70
60QR000100,150
60QR000101,77
60QR000102,128
60QR000103,77
60QR000104,130
60QR000105,176
60QR000106,79
60QR000107,120
60QR000108,96
60QR000109,100
60QR000110,88
60QR000111,156
60QR000112,100
60QR000113,150
60QR000114,119
60QR000115,160
60QR000116,133
60QR000117,164
60QR000118,134
60QR000119,139
60QR000120,162
60QR000121,132
60QR000122,351
60QR000123,144
60QR000124,77
60QR000125,141
60QR000126,136
60QR000127,176
60QR000128,116
60QR000129,137
60QR000130,164
60QR000131,178
60QR000132,155
60QR000133,143
60QR000134,163
60QR000135,93
60QR000136,147
60QR000137,100
60QR000138,158
60QR000139,183
60QR000140,136
60QR000141,148
60QR000142,187
60QR000143,121
60QR000144,182
60QR000145,134
60QR000146,115
60QR000147,119
60QR000148,100
60QR000149,77
60QR000150,167
60QR000151,156
60QR000152,126
60QR000153,123
60QR000154,106
60QR000155,165
60QR000156,149
60QR000157,151
60QR000158,119
60QR000159,50
60QR000160,120
60QR000161,76
60QR000162,126
60QR000163,84
60QR000164,200
60QR000165,189
60QR000166,77
60QR000167,96
60QR000168,180
60QR000169,63
60QR000170,131
60QR000171,149
60QR000172,199
60QR000173,171
60QR000174,189
60QR000175,150
60QR000176,232
60QR000177,221
60QR000178,183
60QR000179,161
60QR000180,111
60QR000181,176
60QR000182,94
60QR000183,105
60QR000184,90
60QR000185,59
60QR000186,151
60QR000187,95
60QR000188,146
60QR000189,126
60QR000190,87
60QR000191,79
60QR000192,112
60QR000193,162
