code,p2001
60QN000119,198
60QN000120,129
60QN000121,111
60QN000122,177
60QN000123,123
60QN000124,94
60QN000125,80
60QN000126,147
60QN000127,51
60QN000128,61
60QN000129,146
60QN000130,133
60QN000131,125
60QN000132,136
60QN000133,253
60QN000134,129
60QN000135,88
60QN000136,251
60QN000137,131
60QN000138,107
60QN000139,151
60QN000140,119
60QN000141,65
60QN000142,87
60QN000143,129
60QN000144,129
60QN000145,83
60QN000146,139
60QN000147,125
60QN000148,64
60QN000149,81
60QN000150,163
60QN000151,72
60QN000152,86
60QN000153,64
60QN000154,126
60QN000155,148
60QN000156,121
60QN000157,100
60QN000158,103
60QN000159,56
60QN000160,146
60QN000161,66
60QN000162,71
60QN000163,158
60QN000164,138
60QN000165,108
60QN000166,129
60QN000167,64
60QN000168,131
60QN000169,61
60QN000170,88
60QN000171,78
60QN000172,106
60QN000173,57
60QN000174,107
60QN000175,149
60QN000176,155
60QN000177,177
60QN000178,88
60QN000179,217
60QN000180,167
60QN000181,61
60QN000182,91
60QN000183,291
60QN000184,102
60QN000185,61
60QN000186,349
60QN000187,119
60QN000188,85
60QN000189,121
60QN000190,118
60QN000191,156
60QN000192,80
60QN000193,106
60QN000194,117
60QN000195,159
60QN000196,121
60QN000197,204
60QN000198,139
60QN000199,205
60QN000200,121
60QN000201,151
60QN000202,159
60QN000203,123
60QN000204,106
60QN000205,80
60QN000206,140
60QN000207,80
60QN000208,149
60QN000209,98
60QN000210,120
60QN000211,84
60QN000212,124
60QN000213,131
60QN000214,112
60QN000215,104
60QN000216,135
60QN000217,213
60QN000218,140
60QN000219,139
60QN000220,94
60QN000221,65
60QN000222,160
60QN000223,104
60QN000224,174
60QN000225,148
60QN000226,105
60QN000227,168
60QN000228,143
60QN000229,133
60QN000230,96
60QN000231,95
60QN000232,59
60QN000233,79
60QN000234,95
60QN000235,66
60QN000236,164
60QN000237,135
60QN000238,102
60QN000239,130
60QN000240,103
60QN000241,141
60QN000242,122
60QN000243,114
60QN000244,181
60QN000245,87
60QN000246,104
60QN000247,184
60QN000248,175
60QN000249,123
60QN000250,161
60QN000251,140
60QN000252,237
60QN000253,122
60QN000254,89
60QN000255,84
60QN000256,70
60QN000257,126
60QN000258,176
60QN000259,154
60QN000260,201
60QN000261,191
60QN000262,133
60QN000263,125
60QN000264,103
60QN000265,131
60QN000266,201
60QN000267,212
60QN000268,208
60QN000269,141
60QN000270,110
60QN000271,132
60QN000272,171
60QN000273,87
60QN000274,62
60QN000275,102
60QN000276,131
60QN000277,137
60QN000278,113
60QN000279,158
60QN000280,84
60QN000281,147
60QN000282,125
60QN000283,131
60QN000284,142
60QN000285,226
60QN000286,156
60QN000287,155
60QN000288,142
60QN000289,119
60QN000290,144
60QN000291,149
60QN000292,130
60QN000293,228
60QN000294,182
60QN000295,149
60QN000296,130
60QN000297,151
60QN000298,154
60QN000299,150
60QN000300,114
60QN000301,96
60QN000302,130
60QN000303,96
60QN000304,131
60QN000305,151
60QN000306,106
60QN000307,162
60QN000308,54
60QN000309,192
60QN000310,146
60QN000311,146
60QN000312,107
60QN000313,154
60QN000314,103
60QN000315,98
60QN000316,65
60QN000317,135
60QN000318,97
60QN000319,165
60QN000320,90
60QN000321,117
60QN000322,92
60QN000323,105
60QN000324,112
60QN000325,114
60QN000326,93
60QN000327,85
60QN000328,109
60QN000329,107
60QN000330,76
60QN000331,129
60QN000332,74
60QN000333,141
60QN000334,130
60QN000335,114
60QN000336,121
60QN000337,140
60QN000338,130
60QN000339,118
60QN000340,126
60QN000341,135
60QN000342,120
60QN000343,134
60QN000344,140
60QN000345,135
60QN000346,101
60QN000347,94
60QN000348,102
60QN000349,157
60QN000350,114
60QN000351,107
60QN000352,156
60QN000353,104
60QN000354,133
60QN000355,123
60QN000356,173
60QN000357,175
60QN000358,129
60QN000359,192
60QN000360,127
60QN000361,134
60QN000362,114
60QN000363,163
60QN000364,208
60QN000365,140
60QN000366,196
60QN000367,177
60QN000368,205
60QN000369,159
60QN000370,129
60QN000371,142
60QN000372,225
60QN000373,76
60QN000374,210
60QN000375,93
60QN000376,135
60QN000377,158
60QN000378,176
60QN000379,165
60QN000380,113
60QN000381,102
60QN000382,135
60QN000383,153
60QN000384,135
60QN000385,193
60QN000386,187
60QN000387,188
60QN000388,148
60QN000389,169
60QN000390,208
60QN000391,80
60QN000392,96
60QN000393,112
60QN000394,152
60QN000395,161
60QN000396,126
60QN000397,132
60QN000398,100
60QN000399,166
60QN000400,89
60QN000401,129
60QN000402,150
60QN000403,107
60QN000404,133
60QN000405,145
60QN000406,129
60QN000407,142
60QN000408,120
60QN000409,135
60QN000410,163
60QN000411,167
60QN000412,118
60QN000413,151
60QN000414,121
60QN000415,215
60QN000416,129
60QN000417,94
60QN000418,79
60QN000419,157
60QN000420,128
60QN000421,84
60QN000422,142
60QN000423,109
60QN000424,130
60QN000425,124
60QN000426,96
60QN000427,103
60QN000428,74
60QN000429,63
60QN000430,162
60QN000431,168
60QN000432,74
60QN000433,82
60QN000434,155
60QN000435,70
60QN000436,90
60QN000437,131
60QN000438,162
60QN000439,89
60QN000440,116
60QN000441,201
60QN000442,107
60QN000443,119
60QN000444,92
60QN000445,95
60QN000446,126
60QN000447,180
60QN000448,138
60QN000449,153
60QN000450,131
60QN000451,96
60QN000452,174
60QN000453,116
60QN000454,82
60QN000455,123
60QN000456,120
60QN000457,90
60QN000458,103
60QN000459,111
60QN000460,88
60QN000461,80
60QN000462,139
60QN000463,131
60QN000464,157
60QN000465,148
60QN000466,180
60QN000467,134
60QN000468,125
60QN000469,65
60QN000470,118
60QN000471,104
60QN000472,121
60QN000473,120
60QN000474,113
60QN000475,130
60QN000476,216
60QN000477,157
60QN000478,57
60QN000479,195
60QN000480,190
60QN000481,116
60QN000482,126
60QN000483,134
60QN000484,165
60QN000485,146
60QN000486,124
60QN000487,140
60QN000488,126
60QN000489,133
60QN000490,209
60QN000491,204
60QN000492,150
60QN000493,140
60QN000494,145
60QN000495,146
60QN000496,152
60QN000497,223
60QN000498,159
60QN000499,130
60QN000500,168
60QN000501,148
60QN000502,147
60QN000503,133
60QN000504,116
60QN000505,69
60QN000506,82
60QN000507,65
60QN000508,167
60QN000509,151
60QN000510,109
60QN000511,177
60QN000512,77
60QN000513,69
60QN000514,86
60QN000515,147
60QN000516,147
60QN000517,123
60QN000518,185
60QN000519,146
60QN000520,116
60QN000521,86
60QN000522,67
60QN000523,233
60QN000524,116
60QN000525,105
60QN000526,128
60QN000527,144
60QN000528,117
60QN000529,181
60QN000530,143
60QN000531,117
60QN000532,104
60QN000533,240
60QN000534,61
60QN000535,55
60QN000536,159
60QN000537,154
60QN000538,127
60QN000539,186
60QN000540,78
60QN000541,185
60QN000542,132
60QN000543,144
60QN000544,90
60QN000545,116
60QN000546,123
60QN000547,139
60QN000548,238
60QN000549,162
60QN000550,100
60QN000551,220
60QN000552,201
60QN000553,192
60QN000554,160
60QN000555,171
60QN000556,111
60QN000557,122
60QN000558,114
60QN000559,235
60QN000560,271
60QN000561,222
60QN000562,186
60QN000563,148
60QN000564,228
60QN000565,113
60QN000566,290
60QN000567,164
60QN000568,85
60QN000569,207
60QN000570,197
60QN000571,143
60QN000572,248
60QN000573,211
60QN000574,131
60QN000575,65
60QN000576,157
60QN000577,115
60QN000578,83
60QN000579,141
60QN000580,164
60QN000581,93
60QN000582,89
60QN000583,124
60QN000584,67
60QN000585,122
60QN000586,200
60QN000587,97
60QN000588,57
60QN000589,147
60QN000590,55
60QN000591,253
60QN000592,93
60QN000593,87
60QN000594,58
60QN000595,54
60QN000596,90
60QN000597,97
60QN000598,149
60QN000599,134
60QN000600,82
60QN000601,117
60QN000602,107
60QN000603,102
60QN000604,158
60QN000605,155
60QN000606,103
60QN000607,137
60QN000608,78
60QN000609,162
60QN000610,70
60QN000611,119
60QN000612,66
60QN000613,66
60QN000614,167
60QN000615,124
60QN000616,71
60QN000617,160
60QN000618,146
60QN000619,165
60QN000620,119
60QN000621,56
60QN000622,84
60QN000623,62
60QN000624,159
60QN000625,151
60QN000626,99
60QN000627,62
60QN000628,148
60QN000629,56
60QN000630,111
60QN000631,138
60QN000632,113
60QN000633,75
60QN000634,108
60QN000635,57
60QN000636,70
60QN000637,170
60QN000638,113
60QN000639,125
60QN000640,70
60QN000641,126
60QN000642,177
60QN000643,86
60QN000644,99
60QN000645,148
60QN000646,142
60QN000647,207
60QN000648,130
60QN000649,256
60QN000650,140
60QN000651,124
60QN000652,142
60QN000653,131
60QN000654,98
60QN000655,337
60QN000656,152
60QN000657,167
60QN000658,163
60QN000659,147
60QN000660,129
60QN000661,132
60QN000662,210
60QN000663,122
60QN000664,155
60QN000665,67
60QN000666,210
60QN000667,127
60QN000668,51
60QN000669,196
60QN000670,163
60QN000671,152
60QN000672,142
60QN000673,123
60QN000674,123
60QN000675,119
60QN000676,83
60QN000677,218
60QN000678,174
60QN000679,121
60QN000680,130
60QN000681,134
60QN000682,76
60QN000683,202
60QN000684,190
60QN000685,115
60QN000686,66
60QN000687,98
60QN000688,130
60QP000001,79
60QP000002,157
60QP000003,142
60QP000004,464
60QP000005,112
60QP000006,194
60QP000007,59
60QP000008,92
60QP000009,184
60QP000010,108
60QP000011,86
60QP000012,157
60QP000013,124
60QP000014,112
60QP000015,69
60QP000016,84
60QP000017,76
60QP000018,104
60QP000019,83
60QP000020,158
60QP000021,72
60QP000022,147
60QP000023,133
60QP000024,132
60QP000025,77
60QP000026,278
60QP000027,106
60QP000028,83
60QP000029,141
60QP000030,107
60QP000031,90
60QP000032,59
60QP000033,115
60QP000034,135
60QP000035,122
60QP000036,122
60QP000037,66
60QP000038,70
60QP000039,120
60QP000040,91
60QP000041,111
60QP000042,148
60QP000043,50
60QP000044,134
60QP000045,113
60QP000046,98
60QP000047,86
60QP000048,109
60QP000049,101
60QP000050,92
60QP000051,136
60QP000052,97
60QP000053,120
60QP000054,103
60QP000055,122
60QP000056,98
60QP000057,137
60QP000058,148
60QP000059,179
60QP000060,102
60QP000061,100
60QP000062,93
60QP000063,141
60QP000064,57
60QP000065,106
60QP000066,102
60QP000067,111
60QP000068,94
60QP000069,96
60QP000070,101
60QP000071,104
60QP000072,111
60QP000073,124
60QP000074,76
60QP000075,86
60QP000076,63
60QP000077,84
60QP000078,73
60QP000079,123
60QP000080,82
60QP000081,117
60QP000082,101
60QP000083,100
60QP000084,137
60QP000085,86
60QP000086,175
60QP000087,57
60QP000088,60
60QP000089,94
60QP000090,72
60QP000091,79
60QP000092,118
60QP000093,129
60QP000094,69
60QP000095,82
60QP000096,99
60QP000097,95
60QP000098,93
60QP000099,100
60QP000100,108
60QP000101,100
60QP000102,127
60QP000103,117
60QP000104,72
60QP000105,97
60QP000106,98
60QP000107,70
60QP000108,115
60QP000109,174
60QP000110,92
60QP000111,138
60QP000112,69
60QP000113,76
60QP000114,90
60QP000115,119
60QP000116,121
60QP000117,77
60QP000118,116
60QP000119,86
60QP000120,152
60QP000121,111
60QP000122,127
60QP000123,86
60QP000124,93
60QP000125,155
60QP000126,74
60QP000127,120
60QP000128,78
60QP000129,117
60QP000130,94
60QP000131,92
60QP000132,165
60QP000133,117
60QP000134,126
60QP000135,112
60QP000136,121
60QP000137,140
60QP000138,61
60QP000139,137
60QP000140,105
60QP000141,76
60QP000142,155
60QP000143,94
60QP000144,62
60QP000145,91
60QP000146,80
60QP000147,103
60QP000148,72
60QP000149,70
60QP000150,77
60QP000151,98
60QP000152,148
60QP000153,99
60QP000154,76
60QP000155,73
60QP000156,109
60QP000157,55
60QP000158,54
60QP000159,94
60QP000160,96
60QP000161,68
60QP000162,83
60QP000163,158
60QP000164,69
60QP000165,100
60QP000166,108
60QP000167,186
60QP000168,115
60QP000169,59
60QP000170,159
60QP000171,105
60QP000172,68
60QP000173,58
60QP000174,62
60QP000175,154
60QP000176,60
60QP000177,74
60QP000178,97
60QP000179,85
60QP000180,193
60QP000181,123
60QP000182,101
60QP000183,91
60QP000184,152
60QP000185,168
60QP000186,123
60QP000187,60
60QP000188,89
60QP000189,173
60QP000190,125
60QP000191,70
60QP000192,113
60QP000193,85
60QP000194,73
60QP000195,89
60QP000196,169
60QP000197,70
60QP000198,95
60QP000199,76
60QP000200,147
60QP000201,453
60QP000202,115
60QP000203,132
60QP000204,173
60QP000205,66
60QP000206,69
60QP000207,91
60QP000208,67
60QP000209,78
60QP000210,81
60QP000211,108
60QP000212,78
60QP000213,94
60QP000214,84
60QP000215,109
60QP000216,87
60QP000217,91
60QP000218,124
60QP000219,125
60QP000220,89
60QP000221,123
60QP000222,94
60QP000223,119
60QP000224,82
60QP000225,124
60QP000226,114
60QP000227,91
60QP000228,114
60QP000229,87
60QP000230,123
60QP000231,91
60QP000232,83
60QP000233,132
60QP000234,121
60QP000235,82
60QP000236,101
60QP000237,56
60QP000238,68
60QP000239,92
60QP000240,85
60QP000241,96
60QP000242,84
60QP000243,66
60QP000244,82
60QP000245,68
60QP000246,104
60QP000247,84
60QP000248,149
60QP000249,76
60QP000250,142
60QP000251,111
60QP000252,122
60QP000253,102
60QP000254,103
60QP000255,135
60QP000256,89
60QP000257,121
60QP000258,182
60QP000259,140
60QP000260,184
60QP000261,170
60QP000262,152
60QP000263,132
60QP000264,129
60QP000265,106
60QP000266,124
60QP000267,102
60QP000268,100
60QP000269,106
60QP000270,101
60QP000271,118
60QP000272,136
60QP000273,101
60QP000274,83
60QP000275,139
60QP000276,92
60QP000277,101
60QP000278,114
60QP000279,63
60QP000280,98
60QP000281,97
60QP000282,111
60QP000283,107
60QP000284,156
60QP000285,116
60QP000286,106
60QP000287,104
60QP000288,79
60QP000289,128
60QP000290,90
60QP000291,107
60QP000292,55
60QP000293,110
60QP000294,107
60QP000295,125
60QP000296,159
60QP000297,107
60QP000298,121
60QP000299,123
60QP000300,93
60QP000301,185
60QP000302,92
60QP000303,116
60QP000304,103
60QP000305,129
60QP000306,162
60QP000307,87
60QP000308,95
60QP000309,121
60QP000310,87
60QP000311,99
60QP000312,117
60QP000313,80
60QP000314,158
60QP000315,73
60QP000316,114
60QP000317,84
60QP000318,137
60QP000319,111
60QP000320,109
60QP000321,203
60QP000322,127
60QP000323,86
60QP000324,114
60QP000325,130
60QP000326,107
60QP000327,156
60QP000328,153
60QP000329,127
60QP000330,79
60QP000331,119
60QP000332,120
60QP000333,140
60QP000334,89
60QP000335,122
60QP000336,103
60QP000337,117
60QP000338,99
60QP000339,101
60QP000340,110
60QP000341,154
60QP000342,101
60QP000343,118
60QP000344,121
60QP000345,139
60QP000346,114
60QP000347,150
60QP000348,228
60QP000349,99
60QP000350,120
60QP000351,103
60QP000352,64
60QP000353,70
60QP000354,136
60QP000355,78
60QP000356,151
60QP000357,94
60QP000358,67
60QP000359,87
60QP000360,96
60QP000361,113
60QP000362,106
60QP000363,135
60QP000364,215
60QP000365,87
60QP000366,234
60QP000367,124
60QP000368,94
60QP000369,86
60QP000370,90
60QP000371,70
60QP000372,84
60QP000373,99
60QP000374,99
60QP000375,100
60QP000376,84
60QP000377,67
60QP000378,155
60QP000379,72
60QP000380,81
60QP000381,59
60QP000382,157
60QP000383,107
60QP000384,130
60QP000385,83
60QP000386,172
60QP000387,97
60QP000388,93
60QP000389,88
60QP000390,54
60QP000391,67
60QP000392,94
60QP000393,88
60QP000394,112
60QP000395,94
60QP000396,82
60QP000397,88
60QP000398,137
60QP000399,71
60QP000400,78
60QP000401,131
60QP000402,75
60QP000403,91
60QP000404,79
60QP000405,120
60QP000406,145
60QP000407,83
60QP000408,93
60QP000409,61
60QP000410,137
60QP000411,92
60QP000412,101
60QP000413,95
60QP000414,100
60QP000415,68
60QP000416,105
60QP000417,117
60QP000418,96
60QP000419,93
60QP000420,145
60QP000421,157
60QP000422,128
60QP000423,114
60QP000424,99
60QP000425,54
60QP000426,120
60QP000427,135
60QP000428,81
60QP000429,128
60QP000430,81
60QP000431,174
60QP000432,124
60QP000433,126
60QP000434,106
60QP000435,108
60QP000436,91
60QP000437,65
60QP000438,131
60QP000439,117
60QP000440,138
60QP000441,130
60QP000442,133
60QP000443,52
60QP000444,117
60QP000445,134
60QP000446,128
60QP000447,96
60QP000448,124
60QP000449,118
60QP000450,125
60QP000451,122
60QP000452,153
60QP000453,109
60QP000454,117
60QP000455,155
60QP000456,137
60QP000457,152
60QP000458,94
60QP000459,220
60QP000460,176
60QP000461,85
60QP000462,73
60QP000463,118
60QP000464,125
60QP000465,109
60QP000466,121
60QP000467,90
60QP000468,200
60QP000469,147
60QP000470,158
60QP000471,205
60QP000472,140
60QP000473,170
60QP000474,158
60QP000475,152
60QP000476,69
60QP000477,62
60QP000478,144
60QP000479,95
60QP000480,115
60QP000481,117
60QP000482,118
60QP000483,154
60QP000484,285
60QP000485,93
60QP000486,118
60QP000487,120
60QP000488,133
60QP000489,139
60QP000490,182
60QP000491,183
60QP000492,122
60QP000493,175
60QP000494,143
60QP000495,117
60QP000496,76
60QP000497,107
60QP000498,121
60QP000499,138
60QP000500,165
60QP000501,109
60QP000502,99
60QP000503,77
60QP000504,165
60QP000505,109
60QP000506,138
60QP000507,145
60QP000508,87
60QP000509,105
60QP000510,69
60QP000511,97
60QP000512,117
60QP000513,82
60QP000514,114
60QP000515,105
60QP000516,109
60QP000517,110
60QP000518,109
60QP000519,101
60QP000520,166
60QP000521,135
60QP000522,107
60QP000523,131
60QP000524,107
60QP000525,119
60QP000526,115
60QP000527,116
60QP000528,94
60QP000529,111
60QP000530,97
60QP000531,120
60QP000532,95
60QP000533,102
60QP000534,99
60QP000535,95
60QP000536,98
60QP000537,139
60QP000538,73
60QP000539,163
60QP000540,103
60QP000541,95
60QP000542,101
60QP000543,79
60QP000544,78
60QP000545,115
60QP000546,111
60QP000547,56
60QP000548,68
60QP000549,128
60QP000550,129
60QP000551,67
60QP000552,109
60QP000553,93
60QP000554,123
60QP000555,113
60QP000556,120
60QP000557,60
60QP000558,85
60QP000559,88
60QP000560,76
60QP000561,96
60QP000562,130
60QP000563,160
60QP000564,85
60QP000565,183
60QP000566,127
60QP000567,144
60QP000568,134
60QP000569,151
60QP000570,129
60QP000571,86
60QP000572,68
60QP000573,164
60QP000574,101
60QP000575,206
60QP000576,121
60QP000577,63
60QP000578,95
60QP000579,91
60QP000580,84
60QP000581,123
60QP000582,140
60QP000583,127
60QP000584,84
60QP000585,102
60QP000586,99
60QP000587,67
60QP000588,89
60QP000589,71
60QP000590,59
60QP000591,99
60QP000592,91
60QP000593,78
60QP000594,103
60QP000595,63
60QP000596,64
60QP000597,83
60QP000598,87
60QP000599,131
60QP000600,128
60QP000601,91
60QP000602,99
60QP000603,75
60QP000604,144
60QP000605,59
60QP000606,86
60QP000607,89
60QP000608,108
60QP000609,79
60QP000610,104
60QP000611,77
60QP000612,63
60QP000613,58
60QP000614,107
60QP000615,102
60QP000616,64
60QP000617,99
60QP000618,72
60QP000619,129
60QP000620,96
60QP000621,70
60QP000622,160
60QP000623,155
60QP000624,77
60QP000625,151
60QP000626,136
60QP000627,162
60QP000628,50
60QP000629,137
60QP000630,155
60QP000631,138
60QP000632,121
60QP000633,95
60QP000634,111
60QP000635,117
60QP000636,112
60QP000637,120
60QP000638,106
60QP000639,109
60QP000640,120
60QP000641,94
60QP000642,111
60QP000643,80
60QP000644,163
60QP000645,164
60QP000646,97
60QP000647,108
60QP000648,131
60QP000649,98
60QP000650,93
60QP000651,176
60QP000652,182
60QP000653,154
60QP000654,153
60QP000655,92
60QP000656,102
60QP000657,115
60QP000658,126
60QP000659,166
60QP000660,175
60QP000661,135
60QP000662,58
60QP000663,184
60QP000664,105
60QP000665,97
60QP000666,56
60QP000667,72
60QP000668,160
60QP000669,84
60QP000670,122
60QP000671,98
60QP000672,108
60QP000673,142
60QP000674,123
60QP000675,71
60QP000676,109
60QP000677,62
60QP000678,70
60QP000679,77
60QP000680,171
60QP000681,129
60QP000682,76
60QP000683,119
60QP000684,98
60QP000685,152
60QP000686,104
60QP000687,110
60QP000688,86
60QP000689,163
60QP000690,116
60QP000691,139
60QP000692,55
60QP000693,91
60QP000694,153
60QP000695,132
60QP000696,111
60QP000697,109
60QP000698,112
60QP000699,110
60QP000700,123
60QP000701,154
60QP000702,58
60QP000703,80
60QP000704,133
60QP000705,111
60QP000706,114
60QP000707,130
60QP000708,78
60QP000709,85
60QP000710,108
60QP000711,127
60QP000712,99
60QP000713,93
60QP000714,83
60QP000715,60
60QP000716,100
60QP000717,116
60QP000718,96
60QP000719,128
60QP000720,123
60QP000721,189
60QP000722,110
60QP000723,139
60QP000724,76
60QP000725,93
60QP000726,140
60QP000727,116
60QP000728,184
60QP000729,123
60QP000730,111
60QP000731,129
60QP000732,114
60QP000733,138
60QP000734,113
60QP000735,132
60QP000736,141
60QP000737,98
60QP000738,58
60QP000739,60
60QP000740,103
60QP000741,69
60QP000742,100
60QP000743,87
60QP000744,109
60QP000745,106
60QP000746,114
60QP000747,67
60QP000748,159
60QP000749,114
60QP000750,90
60QP000751,136
60QP000752,153
60QP000753,70
60QP000754,113
60QP000755,159
60QP000756,88
60QP000757,87
60QP000758,76
60QP000759,82
60QP000760,56
60QP000761,75
60QP000762,75
60QP000763,64
60QP000764,121
60QP000765,111
60QP000766,208
60QP000767,92
60QP000768,91
60QP000769,90
60QP000770,66
60QP000771,94
60QP000772,67
60QP000773,160
60QP000774,56
60QP000775,177
60QP000776,201
60QP000777,124
60QP000778,92
60QP000779,55
60QP000780,68
60QP000781,78
60QP000782,80
60QP000783,95
60QP000784,95
60QP000785,177
60QP000786,108
60QP000787,113
60QP000788,102
60QP000789,118
60QP000790,61
60QP000791,124
60QP000792,115
60QP000793,98
60QP000794,74
60QP000795,79
60QP000796,112
60QP000797,87
60QP000798,60
60QP000799,60
60QP000800,129
60QP000801,124
60QP000802,98
60QP000803,120
60QP000804,95
60QP000805,115
60QP000806,73
60QP000807,94
60QP000808,100
60QP000809,141
60QP000810,65
60QP000811,88
60QP000812,89
60QP000813,102
60QP000814,58
60QP000815,77
60QP000816,106
60QP000817,102
60QP000818,97
60QP000819,94
60QP000820,68
60QP000821,76
60QP000822,75
60QP000823,92
60QP000824,123
60QP000825,122
60QP000826,84
60QP000827,118
60QP000828,116
60QP000829,66
60QP000830,139
60QP000831,125
60QP000832,127
60QP000833,84
60QP000834,122
60QP000835,101
60QP000836,103
60QP000837,131
60QP000838,110
60QP000839,113
60QP000840,102
60QP000841,106
60QP000842,135
60QP000843,179
60QP000844,182
60QP000845,85
60QP000846,115
60QP000847,83
60QP000848,61
60QP000849,89
60QP000850,81
60QP000851,58
60QP000852,73
60QP000853,120
60QP000854,107
60QP000855,71
60QP000856,62
60QP000857,99
60QP000858,52
60QP000859,108
60QP000860,78
60QP000861,94
60QP000862,51
60QP000863,61
60QP000864,83
60QP000865,58
60QP000866,115
60QP000867,79
60QP000868,57
60QP000869,98
60QP000870,127
60QP000871,57
60QP000872,113
60QP000873,62
60QP000874,106
60QP000875,117
60QP000876,126
60QP000877,122
60QP000878,65
60QP000879,110
60QP000880,59
60QP000881,121
60QP000882,79
60QP000883,92
60QP000884,96
60QP000885,103
60QP000886,103
60QP000887,107
60QP000888,116
60QP000889,123
60QP000890,138
60QP000891,77
60QP000892,80
60QP000893,140
60QP000894,107
60QP000895,104
60QP000896,68
60QP000897,103
60QP000898,86
60QP000899,80
60QP000900,124
60QP000901,186
60QP000902,102
60QP000903,88
60QP000904,103
60QP000905,128
60QP000906,187
60QP000907,119
60QP000908,106
60QP000909,139
60QP000910,104
60QP000911,122
60QP000912,128
60QP000913,101
60QP000914,110
60QP000915,114
60QP000916,135
60QP000917,53
60QP000918,97
60QP000919,71
60QP000920,68
60QP000921,118
60QP000922,104
60QP000923,122
60QP000924,92
60QP000925,101
60QP000926,60
60QP000927,67
60QP000928,101
60QP000929,80
60QP000930,71
60QP000931,132
60QP000932,132
60QP000933,170
60QP000934,88
60QP000935,74
60QP000936,66
60QP000937,169
60QP000938,153
60QP000939,117
60QP000940,108
60QP000941,92
60QP000942,151
60QP000943,157
60QP000944,176
60QP000945,117
60QP000946,73
60QP000947,76
60QP000948,62
60QP000949,98
60QP000950,92
60QP000951,74
60QP000952,90
60QP000953,135
60QP000954,129
60QP000955,113
60QP000956,112
60QP000957,77
60QP000958,90
60QP000959,151
60QP000960,103
60QP000961,57
60QP000962,70
60QP000963,84
60QP000964,165
60QP000965,98
60QP000966,71
60QP000967,91
60QP000968,113
60QP000969,105
60QP000970,59
60QP000971,86
60QP000972,98
60QP000973,118
60QP000974,81
60QP000975,97
60QP000976,119
60QP000977,65
60QP000978,126
60QP000979,104
60QP000980,69
60QP000981,109
60QP000982,71
60QP000983,76
60QP000984,87
60QP000985,143
60QP000986,103
60QP000987,87
60QP000988,109
60QP000989,87
60QP000990,87
60QP000991,95
60QP000992,80
60QP000993,67
60QP000994,127
60QP000995,61
60QP000996,96
60QP000997,102
60QP000998,96
60QP000999,83
60QP001000,77
60QP001001,61
60QP001002,117
60QP001003,100
60QP001004,87
60QP001005,106
60QP001006,69
60QP001007,91
60QP001008,80
60QP001009,139
60QP001010,125
60QP001011,85
60QP001012,96
60QP001013,63
60QP001014,54
60QP001015,109
60QP001016,78
60QP001017,77
60QP001018,91
60QP001019,91
60QP001020,85
60QP001021,187
60QP001022,94
60QP001023,98
60QP001024,118
60QP001025,53
60QP001026,59
60QP001027,57
60QP001028,86
60QP001029,71
60QP001030,97
60QP001031,55
60QP001032,114
60QP001033,66
60QP001034,104
60QP001035,102
60QP001036,97
60QP001037,59
60QP001038,81
60QP001039,79
60QP001040,60
60QP001041,153
60QP001042,110
60QP001043,60
60QP001044,66
60QP001045,107
60QP001046,71
60QP001047,93
60QP001048,167
60QP001049,61
60QP001050,63
60QP001051,147
60QP001052,64
60QP001053,112
60QP001054,92
60QP001055,58
60QP001056,119
60QP001057,97
60QP001058,83
60QP001059,51
60QP001060,116
60QP001061,80
60QP001062,136
60QP001063,129
60QP001064,133
60QP001065,119
60QP001066,111
60QP001067,123
60QP001068,87
60QP001069,111
60QP001070,64
60QP001071,105
60QP001072,73
60QP001073,104
60QP001074,141
60QP001075,126
60QP001076,115
60QP001077,135
60QP001078,111
60QP001079,89
60QP001080,104
60QP001081,123
60QP001082,191
60QP001083,121
60QP001084,143
60QP001085,103
60QP001086,110
60QP001087,97
60QP001088,95
60QP001089,106
60QP001090,94
60QP001091,124
60QP001092,179
60QP001093,135
60QP001094,114
60QP001095,131
60QP001096,108
60QP001097,116
60QP001098,113
60QP001099,108
60QP001100,99
60QP001101,125
60QP001102,123
60QP001103,126
60QP001104,135
60QP001105,135
60QP001106,129
60QP001107,115
60QP001108,63
60QP001109,123
60QP001110,132
60QP001111,62
60QP001112,74
60QP001113,197
60QP001114,70
60QP001115,69
60QP001116,96
60QP001117,96
60QP001118,73
60QP001119,105
60QP001120,98
60QP001121,83
60QP001122,149
60QP001123,90
60QP001124,148
60QP001125,96
60QP001126,121
60QP001127,77
60QP001128,107
60QP001129,121
60QP001130,112
60QP001131,133
60QP001132,122
60QP001133,112
60QP001134,115
60QP001135,88
60QP001136,67
60QP001137,86
60QP001138,96
60QP001139,90
60QP001140,103
60QP001141,97
60QP001142,92
60QP001143,66
60QP001144,192
60QP001145,129
60QP001146,121
60QP001147,100
60QP001148,123
60QP001149,111
60QP001150,108
60QP001151,115
60QP001152,116
60QP001153,93
60QP001154,126
60QP001155,104
60QP001156,132
60QP001157,126
60QP001158,148
60QP001159,68
60QP001160,132
60QP001161,74
60QP001162,118
60QP001163,87
60QP001164,166
60QP001165,128
60QP001166,187
60QP001167,154
60QP001168,76
60QP001169,86
60QP001170,107
60QP001171,96
60QP001172,80
60QP001173,71
60QP001174,117
60QP001175,112
60QP001176,146
60QP001177,90
60QP001178,83
60QP001179,69
