"code","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"E00046637","0","9","2","12","6","15","16","19","19","11","6","3","0","17","3","0","3"
"E00175638","0","34","3","20","12","19","6","13","3","6","3","9","0","28","25","0","0"
"E00046796","0","6","6","6","12","9","6","3","15","15","9","6","12","0","15","3","0"
"E00048060","0","4","24","31","21","29","9","3","0","9","3","21","7","0","12","0","11"
"E00045771","0","4","18","40","15","9","9","7","6","3","5","3","17","29","14","3","3"
"E00047564","0","16","7","25","22","32","6","17","12","6","12","12","6","11","3","3","3"
"E00045610","0","23","54","21","22","31","19","39","62","7","27","3","11","20","6","9","0"
"E00046417","0","25","40","30","21","30","6","13","10","14","3","6","3","6","6","14","3"
"E00046684","0","1","3","0","3","0","3","0","3","0","0","0","0","0","0","0","0"
"E00046329","0","7","25","16","9","6","6","20","9","0","18","12","12","0","9","3","0"
"E00045128","0","1","9","22","31","22","27","33","9","15","9","6","3","9","3","6","3"
"E00046353","0","3","24","12","15","5","22","15","22","3","8","0","11","6","9","6","3"
"E00046443","0","15","11","15","0","0","0","8","9","32","33","28","7","23","42","32","3"
"E00046391","0","26","49","34","37","32","7","39","22","21","7","10","3","3","0","15","14"
"E00045912","0","1","37","23","32","16","0","3","7","6","3","7","3","15","9","4","1"
"E00047158","0","4","4","12","9","9","3","3","9","10","10","0","3","6","3","0","9"
"E00046563","0","7","0","3","28","16","3","9","7","14","4","3","0","11","34","12","1"
"E00046185","0","5","9","8","3","3","6","0","3","3","0","3","3","0","0","3","0"
"E00046646","0","7","23","38","39","25","10","13","9","9","6","14","24","3","6","14","3"
"E00047512","0","5","12","27","23","12","6","29","15","25","3","0","2","5","20","8","3"
"E00045951","0","3","15","15","21","26","1","20","3","14","3","9","14","31","12","6","25"
"E00046795","0","1","12","21","15","0","3","8","12","4","6","40","3","3","3","3","5"
"E00047301","0","1","3","3","0","6","10","6","15","0","9","12","12","0","0","0","0"
"E00047111","0","17","26","17","37","24","54","15","28","33","6","12","6","3","0","11","0"
"E00047360","0","15","3","7","6","6","25","7","13","3","0","3","3","11","6","6","0"
"E00045549","0","4","0","4","18","9","6","9","3","6","3","3","0","5","0","6","0"
"E00048202","0","5","4","3","14","0","9","6","7","0","3","0","0","3","6","17","3"
"E00046994","0","1","3","0","3","12","14","1","0","0","0","0","0","0","0","3","0"
"E00048013","0","4","3","6","9","12","3","12","6","4","9","6","0","9","6","0","3"
"E00047447","0","51","32","30","49","30","38","39","41","37","22","18","23","30","52","65","6"
"E00046894","0","1","0","9","3","3","6","14","0","9","6","7","3","3","0","0","0"
"E00047003","0","1","0","0","3","9","6","10","0","5","0","11","0","3","0","3","0"
"E00046635","0","1","18","6","6","6","3","23","6","0","0","9","9","0","0","10","0"
"E00047877","0","1","6","6","12","31","25","13","21","6","3","4","9","7","9","9","3"
"E00046032","0","1","12","15","9","11","6","10","6","12","19","3","6","18","26","14","3"
"E00175750","0","8","101","139","53","70","31","29","9","12","12","15","18","11","9","27","4"
"E00046691","0","4","6","15","30","24","9","17","9","23","3","19","47","17","21","12","6"
"E00046511","0","2","12","9","16","12","3","23","9","15","8","0","3","0","0","6","0"
"E00048138","0","18","82","74","86","87","40","19","39","9","15","18","6","15","18","15","3"
"E00046310","0","4","39","29","40","20","36","32","9","26","12","14","0","10","3","31","0"
"E00047670","0","4","3","3","3","6","9","4","18","6","3","1","0","9","6","6","6"
"E00045741","0","8","3","8","4","6","9","3","15","9","23","6","1","23","17","10","0"
"E00046331","0","22","12","19","12","31","10","48","15","13","9","17","8","6","21","7","6"
"E00046135","0","12","39","45","36","15","35","11","10","7","3","13","14","14","20","20","9"
"E00046639","0","20","12","12","14","12","12","14","6","21","9","14","25","8","6","3","0"
"E00046504","0","1","7","9","7","9","0","10","6","10","6","0","3","12","9","6","3"
"E00046333","0","1","3","23","14","12","15","10","3","12","6","3","6","6","14","10","3"
"E00047335","0","9","51","86","64","39","76","74","50","37","25","59","28","53","39","57","29"
"E00047581","0","38","33","67","73","45","63","73","39","27","24","12","12","26","32","28","9"
"E00045347","0","2","6","9","15","20","9","15","9","0","9","0","0","6","0","3","0"
"E00045159","0","8","19","18","14","3","21","0","9","3","3","11","6","3","0","6","0"
"E00048111","0","14","32","21","32","38","44","31","27","6","3","3","3","14","45","6","11"
"E00045134","0","12","26","18","13","19","18","29","15","21","76","15","9","20","6","9","0"
"E00046874","0","18","92","66","113","121","45","43","38","57","58","26","20","51","21","34","3"
"E00045624","0","5","0","4","0","1","0","0","0","0","0","0","3","0","0","0","0"
"E00046828","0","4","6","3","0","9","0","3","3","9","3","3","3","3","9","3","0"
"E00047533","0","1","4","0","1","0","3","10","9","0","3","0","3","0","9","3","0"
"E00175800","0","30","96","88","78","11","43","39","28","54","51","12","23","18","13","29","3"
"E00045852","0","7","10","31","31","65","21","6","0","12","15","6","18","9","18","3","6"
"E00046705","0","4","42","28","15","40","15","24","42","39","17","28","3","10","17","9","14"
"E00045246","0","1","10","16","11","15","13","6","13","29","25","12","9","23","24","15","9"
"E00045665","0","4","3","7","9","3","0","12","22","3","14","3","9","9","3","0","0"
"E00045456","0","12","37","6","16","13","15","31","9","33","18","9","11","15","17","10","0"
"E00046661","0","58","119","144","64","70","77","116","78","66","54","64","47","27","35","21","20"
"E00045227","0","1","13","3","0","12","6","12","6","6","3","3","0","3","3","0","3"
"E00045256","0","4","4","21","7","13","32","17","6","17","3","17","3","6","0","11","3"
"E00047187","0","2","6","8","15","26","17","26","0","4","15","11","3","0","0","29","0"
"E00046704","0","1","6","15","6","6","3","23","12","24","15","11","9","9","30","20","0"
"E00047478","0","12","26","36","53","39","37","32","21","47","27","4","35","27","46","9","9"
"E00046450","0","17","43","9","43","21","27","13","26","19","12","17","6","12","13","21","3"
"E00045607","0","4","7","19","37","22","9","10","9","12","9","26","6","3","23","21","3"
"E00165815","0","2","11","15","15","41","3","0","0","0","5","6","3","0","0","0","0"
"E00048126","0","28","13","10","24","35","15","16","10","17","15","9","16","10","37","14","6"
"E00045240","0","5","9","0","3","6","4","21","3","6","3","6","0","14","11","3","0"
"E00045325","0","19","35","33","12","16","21","35","28","41","25","9","27","9","31","9","1"
"E00048124","0","12","6","0","3","13","6","3","12","3","9","6","9","3","12","12","1"
"E00046281","0","11","13","12","6","45","21","28","26","15","20","7","3","0","9","18","4"
"E00047342","0","18","25","10","7","28","3","17","26","20","12","9","6","6","10","29","0"
"E00046531","0","7","19","15","18","12","17","10","7","6","9","3","11","3","18","9","0"
"E00045129","0","4","0","9","13","17","6","4","3","6","3","0","3","6","0","14","3"
"E00046319","0","13","34","15","9","25","10","10","38","21","9","15","0","9","18","22","0"
"E00045381","0","9","35","18","27","30","24","9","3","6","0","9","6","9","0","10","0"
"E00175692","0","5","3","6","3","3","6","20","3","3","6","6","6","3","23","23","3"
"E00045993","0","2","21","19","9","6","0","3","0","9","0","3","3","0","0","0","3"
"E00046488","0","7","17","73","30","80","47","92","37","54","52","21","54","25","35","61","29"
"E00046714","0","20","46","39","34","48","47","35","29","24","53","28","38","20","44","33","0"
"E00047266","0","1","22","3","4","26","6","6","6","8","0","3","0","6","0","3","0"
"E00048039","0","8","26","36","55","16","24","9","17","4","17","32","10","6","9","17","0"
"E00175703","0","7","41","9","0","12","4","3","0","0","3","3","0","6","0","0","0"
"E00045524","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"E00047561","0","2","4","14","12","0","11","6","3","3","0","0","0","6","0","3","0"
"E00048139","0","2","13","19","22","36","9","19","36","42","9","9","12","17","0","17","0"
"E00048020","0","4","26","18","24","35","18","3","9","17","32","9","10","10","15","9","3"
"E00045214","0","10","10","25","14","0","19","13","15","7","4","9","7","6","9","3","3"
"E00046266","0","1","7","9","12","12","6","15","14","0","6","6","3","6","0","8","0"
"E00047427","0","28","16","48","51","33","23","0","19","1","0","0","3","7","0","8","0"
"E00045457","0","7","20","26","62","42","44","42","17","13","3","23","26","7","15","26","0"
"E00045271","0","11","20","12","9","35","18","22","14","19","22","12","11","3","3","9","0"
"E00045724","0","7","3","3","0","0","3","0","0","0","0","0","0","0","0","3","0"
"E00047148","0","4","0","32","21","28","19","15","9","3","9","6","6","3","13","8","0"
"E00046426","0","5","16","21","33","38","13","25","43","6","23","0","17","15","0","6","0"
"E00045906","0","47","41","33","36","71","21","10","6","15","9","12","3","15","6","15","3"
"E00046132","0","4","6","3","6","9","3","13","3","3","9","6","17","6","6","6","0"
"E00045203","0","15","19","56","36","36","54","37","14","23","10","29","25","40","30","42","0"
"E00047675","0","5","20","6","6","6","3","15","3","9","11","11","0","0","0","3","0"
"E00045119","0","29","12","9","7","13","9","0","10","0","3","3","6","7","9","11","0"
"E00047880","0","13","9","24","9","19","22","23","0","12","0","6","3","9","3","9","0"
"E00046020","0","1","20","3","6","6","3","11","0","0","0","3","0","3","6","3","0"
"E00045602","0","13","36","46","23","24","20","13","9","6","12","11","20","13","27","49","3"
"E00045342","0","4","14","3","9","21","14","30","6","0","9","3","0","0","3","0","0"
"E00045081","0","1","12","10","6","14","43","33","17","25","6","9","3","20","14","15","0"
"E00045142","0","4","10","6","21","0","6","6","0","3","9","3","11","1","3","0","0"
"E00046190","0","17","9","9","15","20","19","9","0","9","9","6","13","25","3","3","0"
"E00045154","0","4","2","6","9","9","0","10","0","3","10","0","11","3","0","0","0"
"E00045590","0","1","15","6","9","0","0","0","3","0","3","0","0","0","0","0","0"
"E00046671","0","1","9","33","15","20","21","14","42","26","9","0","3","3","6","20","11"
"E00046383","0","1","6","6","0","24","3","3","3","12","17","3","11","0","0","0","0"
"E00047293","0","2","6","9","10","11","10","17","13","4","26","12","3","36","6","3","0"
"E00046532","0","3","9","26","9","9","3","3","18","9","6","3","18","0","9","3","0"
"E00046627","0","15","22","46","19","34","7","26","19","12","19","23","9","23","6","7","0"
"E00047120","0","5","3","3","0","6","6","3","28","0","0","3","6","0","3","3","0"
"E00045950","0","22","29","27","42","45","41","34","21","19","32","37","23","43","46","14","3"
"E00047363","0","7","9","12","21","17","6","15","6","4","12","0","3","6","0","23","3"
"E00045121","0","7","8","9","9","0","6","6","3","3","0","0","0","17","17","17","3"
"E00045502","0","4","23","18","10","33","15","13","19","3","6","11","9","13","3","3","0"
"E00046546","0","7","0","9","0","3","6","0","0","0","28","0","0","6","3","3","0"
"E00046176","0","15","12","6","0","6","4","16","9","1","6","0","0","3","0","33","0"
"E00045293","0","24","40","16","21","44","23","6","15","39","36","9","9","3","18","20","3"
"E00046208","0","7","11","6","15","0","6","8","0","9","0","0","0","0","6","6","0"
"E00045532","0","1","0","18","12","3","12","12","3","9","3","0","3","6","3","3","3"
"E00045871","0","4","6","6","29","37","27","9","3","0","6","6","3","5","3","0","3"
"E00175669","0","1","6","9","0","0","6","12","18","32","12","10","9","15","0","17","0"
"E00047122","0","8","0","33","3","26","4","10","23","3","9","9","12","6","20","6","0"
"E00047521","0","49","46","33","42","52","62","34","47","13","25","6","6","23","30","56","0"
"E00047740","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"E00047673","0","10","21","45","24","27","46","32","39","19","28","15","21","25","21","30","6"
"E00045344","0","8","3","18","16","33","12","7","21","7","3","15","9","3","6","15","0"
"E00046838","0","4","0","0","0","3","3","9","0","3","0","0","0","0","0","5","0"
"E00045956","0","4","0","6","6","4","9","9","3","3","3","3","6","0","12","0","3"
"E00175713","0","11","21","22","29","48","15","9","9","17","29","9","9","30","26","17","1"
"E00048051","0","7","19","12","25","10","13","10","11","6","3","3","6","3","11","3","0"
"E00046588","0","25","69","113","106","116","115","89","97","54","48","26","21","37","29","19","0"
"E00045512","0","4","26","20","12","29","19","26","21","12","12","6","11","6","3","4","0"
"E00045848","0","4","16","6","3","9","6","9","2","9","3","0","6","1","0","9","3"
"E00047065","0","1","3","12","0","6","10","14","7","17","6","6","3","6","37","9","3"
"E00047484","0","17","0","7","14","3","6","3","4","15","6","0","3","0","3","6","0"
"E00046256","0","15","26","24","41","64","37","45","26","16","50","32","40","29","49","24","12"
"E00046203","0","15","6","18","23","12","3","12","11","11","3","11","6","4","22","11","0"
"E00045886","0","1","9","12","16","15","3","9","23","7","15","6","0","0","3","6","0"
"E00048015","0","1","3","13","7","16","14","30","18","1","6","3","17","3","3","37","3"
"E00046654","0","8","12","31","21","42","64","36","9","3","27","9","12","12","25","20","0"
"E00175787","0","1","5","1","15","21","16","3","27","3","6","6","3","3","6","23","1"
"E00047350","0","7","9","7","15","12","24","13","3","18","15","12","11","3","3","3","3"
"E00045940","0","5","27","12","3","4","23","29","25","20","6","4","6","0","14","17","0"
"E00046150","0","15","4","6","9","9","9","6","10","6","9","10","6","9","0","20","0"
"E00045186","0","2","27","3","11","25","9","15","0","11","5","3","3","3","6","3","0"
"E00048014","0","1","3","0","14","9","3","15","0","6","3","6","0","0","0","9","0"
"E00047009","0","1","9","6","6","7","0","5","6","8","0","0","0","0","0","0","0"
"E00047006","0","2","1","3","0","0","0","0","3","0","0","0","0","3","0","0","0"
"E00046344","0","50","16","13","29","24","8","24","6","13","8","11","5","3","36","11","0"
"E00046640","0","34","24","20","34","28","22","51","40","47","33","80","33","14","41","22","3"
"E00046859","0","1","1","3","0","3","3","6","18","6","6","0","3","0","0","6","0"
"E00048012","0","4","35","13","15","38","9","23","15","3","12","6","3","6","23","3","0"
"E00046295","0","22","29","37","68","25","22","13","37","20","10","9","12","3","3","17","6"
"E00047424","0","15","28","22","21","55","33","24","45","26","15","10","25","3","7","21","18"
"E00045427","0","8","15","20","22","6","0","6","7","0","8","0","3","6","8","7","0"
"E00048030","0","1","0","15","0","18","12","23","21","9","14","6","3","12","6","20","0"
"E00045101","0","1","0","3","0","6","9","0","0","3","9","0","0","0","0","3","0"
"E00046596","0","7","14","15","12","9","17","6","17","0","9","0","3","3","0","19","0"
"E00048082","0","31","17","26","15","3","20","7","10","5","3","6","4","11","0","0","0"
"E00047422","0","23","27","20","38","23","14","3","3","3","6","6","0","20","20","9","1"
"E00045138","0","10","14","36","37","36","9","30","21","19","3","17","0","15","9","26","0"
"E00047294","0","1","5","0","12","6","10","6","9","15","11","0","0","3","11","0","0"
"E00045116","0","5","6","15","12","22","33","30","10","16","11","6","17","6","24","32","5"
"E00045118","0","1","23","34","33","100","47","71","39","25","25","40","6","19","54","30","0"
"E00046101","0","20","22","21","13","30","6","9","0","0","3","0","0","12","18","9","9"
"E00046436","0","1","24","19","9","15","9","20","18","20","6","12","16","6","14","4","0"
"E00045795","0","1","18","38","22","60","29","16","9","15","15","28","21","27","20","9","25"
"E00046408","0","12","11","15","29","15","9","16","3","9","3","3","14","3","12","10","0"
"E00045597","0","10","25","32","45","43","19","33","30","39","7","9","14","6","0","9","14"
"E00046063","0","6","0","4","0","15","0","0","6","6","0","0","20","6","3","6","3"
"E00047042","0","4","13","6","12","23","3","3","23","6","3","9","15","14","6","3","3"
"E00046204","0","10","18","59","23","43","17","21","38","20","16","25","3","19","0","0","0"
"E00047311","0","22","42","24","36","24","57","38","17","12","15","24","9","23","21","34","4"
"E00048197","0","1","3","3","0","0","3","0","9","15","0","3","9","0","0","14","0"
"E00046187","0","1","11","18","33","49","32","15","9","18","13","18","12","9","15","10","0"
"E00048069","0","1","0","0","0","3","3","3","3","0","0","3","0","0","0","0","0"
"E00046279","0","1","6","3","9","10","16","12","3","0","3","3","3","3","14","6","0"
"E00046643","0","4","18","18","12","15","6","4","6","3","0","6","6","14","0","21","3"
"E00045303","0","10","12","9","15","21","21","6","3","9","22","14","20","26","12","4","0"
"E00046570","0","14","24","55","52","60","51","16","36","21","33","7","28","26","6","15","9"
"E00045855","0","1","3","0","0","14","3","0","1","3","9","6","3","17","6","3","0"
"E00045805","0","4","3","22","14","14","3","6","4","0","0","3","3","6","9","16","3"
"E00047349","0","4","9","22","3","23","9","16","12","3","15","19","15","12","0","3","0"
"E00047261","0","7","3","6","20","9","3","9","6","6","9","6","0","0","20","15","0"
"E00047536","0","4","6","6","9","11","3","7","23","0","0","6","3","9","3","9","3"
"E00045095","0","1","12","12","22","12","9","6","3","3","9","0","6","15","0","0","3"
"E00046521","0","32","25","24","25","40","31","15","24","24","24","20","15","12","9","47","0"
"E00047419","0","12","6","13","14","18","15","17","9","0","6","1","0","12","15","12","0"
"E00046794","0","6","5","16","28","15","40","12","28","9","18","3","0","36","20","3","9"
"E00045798","0","3","12","0","7","44","3","13","10","26","3","3","8","6","12","9","0"
"E00048055","0","3","16","3","9","22","12","3","3","3","9","3","20","3","6","10","3"
"E00046457","0","14","9","36","12","13","19","26","12","19","6","6","15","15","3","17","0"
"E00047520","0","19","9","24","43","31","35","26","5","27","6","40","38","6","23","15","0"
"E00046608","0","15","17","66","13","31","15","41","18","18","31","27","6","13","23","20","3"
"E00048189","0","6","24","12","21","34","22","8","13","3","12","18","7","12","12","31","28"
"E00047383","0","6","25","24","4","31","18","45","21","23","18","12","6","31","0","7","0"
"E00047332","0","11","7","0","12","3","10","3","4","6","9","3","4","6","3","6","0"
"E00045713","0","0","5","13","24","3","6","9","12","10","3","14","0","3","0","0","3"
"E00046819","0","3","10","3","9","6","6","0","3","4","0","0","6","0","0","0","0"
"E00045749","0","9","34","12","32","83","9","47","42","42","9","21","6","10","0","18","10"
"E00045087","0","0","9","15","15","22","11","12","3","0","0","0","0","9","21","3","6"
"E00045561","0","0","5","3","4","12","14","3","3","3","0","0","3","0","0","0","0"
"E00048148","0","0","4","12","3","0","3","3","10","9","9","3","0","9","0","0","0"
"E00047517","0","7","10","19","42","3","3","6","3","0","6","0","6","0","0","3","3"
"E00046474","0","0","1","12","0","33","9","8","3","8","3","6","0","3","11","0","6"
"E00045322","0","14","13","21","15","25","30","18","18","15","13","12","14","1","18","54","3"
"E00046802","0","22","19","3","15","6","3","0","3","21","3","6","0","12","11","3","0"
"E00175635","0","41","44","19","40","33","32","50","39","21","13","24","13","26","26","24","3"
"E00046981","0","3","10","6","11","40","20","9","9","36","9","12","3","17","9","17","0"
"E00045954","0","0","16","3","16","12","6","26","9","3","14","6","12","3","3","15","0"
"E00046099","0","6","7","0","6","3","3","8","6","9","0","0","3","0","9","3","6"
"E00046508","0","3","7","3","3","13","9","24","9","9","20","6","6","3","3","7","0"
"E00046552","0","11","10","3","3","3","0","3","0","0","0","0","3","6","0","0","0"
"E00047594","0","15","25","40","33","23","8","31","13","9","9","4","15","3","6","23","0"
"E00046626","0","30","45","28","28","77","53","57","52","6","21","19","33","26","29","26","14"
"E00047223","0","0","4","0","6","0","9","12","3","3","6","3","0","0","0","6","0"
"E00045298","0","3","7","33","11","3","14","11","13","11","0","19","16","0","14","17","0"
"E00047330","0","7","27","67","19","48","10","36","27","9","17","12","18","20","22","6","0"
"E00046393","0","4","32","95","45","19","30","20","18","52","90","32","45","52","29","40","3"
"E00048165","0","15","8","3","17","12","9","9","9","8","12","9","24","20","3","16","0"
"E00045562","0","3","7","0","19","3","6","3","0","0","3","3","3","3","8","14","0"
"E00045419","0","0","10","0","18","3","6","15","13","3","3","0","14","15","3","4","0"
"E00046447","0","9","10","30","12","9","15","12","12","12","3","0","17","7","18","3","1"
"E00046466","0","0","2","0","0","0","3","7","7","9","3","0","0","0","0","0","0"
"E00047997","0","0","2","4","27","21","17","20","6","18","6","0","11","9","12","9","0"
"E00045330","0","1","7","3","38","15","28","3","9","6","12","3","0","3","0","3","11"
"E00047325","0","20","23","16","28","15","21","24","6","11","15","6","3","11","17","1","0"
"E00046127","0","0","10","0","15","15","6","3","29","3","3","0","0","17","6","6","6"
"E00047569","0","0","5","18","3","11","15","14","6","0","3","3","9","4","0","0","0"
"E00046873","0","0","5","3","3","4","7","6","3","14","3","0","1","10","12","11","0"
"E00046490","0","6","1","0","8","9","20","13","0","9","9","12","3","29","10","10","9"
"E00047198","0","0","14","17","9","10","9","14","9","9","9","7","11","4","1","12","0"
"E00045286","0","3","15","23","6","20","6","18","12","6","8","14","3","0","3","12","0"
"E00045228","0","7","4","0","3","4","0","9","0","0","9","3","0","17","0","3","3"
"E00048106","0","0","30","26","3","22","3","6","5","15","3","9","17","21","23","11","0"
"E00045953","0","0","10","9","3","17","11","6","0","6","3","0","9","6","0","11","3"
"E00046719","0","0","7","6","13","21","6","0","6","6","12","4","3","3","0","3","3"
"E00047695","0","0","13","0","0","1","0","0","0","6","0","0","0","3","0","0","0"
"E00045094","0","0","28","14","9","18","9","15","6","6","5","0","10","3","3","7","0"
"E00046174","0","4","4","0","9","6","9","32","9","18","17","9","3","0","18","3","0"
"E00045969","0","0","11","9","10","3","0","3","3","3","3","9","11","3","6","6","0"
"E00046631","0","3","7","4","7","3","7","40","6","15","21","9","6","0","3","3","6"
"E00045767","0","17","24","0","15","7","9","6","6","28","12","0","3","0","9","3","0"
"E00175757","0","3","34","28","25","49","21","47","33","24","13","15","12","16","12","17","12"
"E00048108","0","0","14","10","10","18","6","15","16","6","0","3","20","9","3","12","0"
"E00045162","0","0","10","11","15","28","16","5","6","6","0","7","17","11","6","18","0"
"E00046400","0","3","14","34","16","24","6","14","23","3","6","6","16","6","12","17","0"
"E00047513","0","13","35","53","26","23","17","1","26","12","15","3","17","47","20","7","3"
"E00045215","0","3","16","14","34","45","12","28","12","12","15","9","9","18","34","4","0"
"E00045086","0","3","22","31","17","14","10","3","14","12","3","0","14","3","1","11","0"
"E00175738","0","8","11","5","10","27","17","26","10","39","28","9","9","3","11","18","3"
"E00046069","0","0","4","6","9","33","16","27","18","6","0","6","3","0","0","0","17"
"E00047570","0","0","8","9","10","6","12","18","6","3","6","0","9","9","17","19","0"
"E00047621","0","4","10","0","7","26","12","23","27","35","15","24","27","9","27","56","18"
"E00047586","0","0","4","6","6","6","9","2","0","6","3","0","3","14","0","3","0"
"E00047541","0","0","8","6","6","14","9","0","3","3","6","3","3","6","1","12","0"
"E00045310","0","3","13","6","3","3","3","6","3","14","0","0","9","18","3","6","0"
"E00046451","0","20","41","19","36","30","41","47","18","35","27","12","12","21","18","14","6"
"E00045131","0","0","16","53","21","17","18","15","12","18","17","30","10","35","23","16","0"
"E00047306","0","0","29","29","9","30","27","27","18","6","3","3","0","0","3","22","0"
"E00175662","0","2","12","18","33","39","12","15","4","1","3","20","6","9","10","14","0"
"E00047340","0","9","22","16","32","24","27","40","37","12","15","17","48","3","6","9","3"
"E00046148","0","3","28","6","3","9","7","9","19","4","12","12","3","6","6","10","3"
"E00046448","0","0","28","18","9","0","12","20","3","21","9","15","0","3","6","9","0"
"E00046697","0","0","34","15","13","34","32","9","12","3","15","3","9","3","3","14","0"
"E00175668","0","3","66","31","28","6","9","24","9","11","9","6","31","9","23","20","9"
"E00046484","0","0","28","27","0","6","9","9","9","0","13","3","3","6","0","6","0"
"E00046893","0","0","1","0","6","0","3","6","3","6","3","6","0","9","0","3","0"
"E00047668","0","3","15","1","18","6","6","3","6","9","26","3","0","0","9","3","6"
"E00047141","0","0","4","12","0","9","9","11","9","29","18","3","6","0","0","17","0"
"E00045205","0","4","46","40","36","22","22","35","49","57","30","28","26","6","14","22","3"
"E00047211","0","0","1","7","7","9","1","5","15","3","0","6","3","0","6","11","0"
"E00046449","0","0","4","3","0","6","3","3","0","0","11","3","17","3","0","0","0"
"E00047994","0","14","48","57","67","76","81","111","67","36","37","38","46","24","63","40","7"
"E00046288","0","9","27","20","11","23","15","29","16","20","16","10","26","26","7","24","0"
"E00046003","0","6","16","38","23","12","31","14","22","5","9","1","28","15","10","8","0"
"E00048040","0","6","9","17","15","10","9","18","25","9","9","17","9","10","9","0","0"
"E00045522","0","0","1","3","0","7","12","21","9","24","6","9","3","6","8","0","0"
"E00047733","0","0","1","3","0","3","0","3","6","0","0","0","0","3","0","0","0"
"E00047398","0","0","19","7","4","12","6","3","3","14","6","3","14","9","3","12","3"
"E00045140","0","0","4","3","3","22","3","3","0","6","0","18","0","3","3","9","3"
"E00045656","0","0","4","4","12","18","5","4","6","17","9","9","10","16","10","3","9"
"E00045876","0","3","22","9","6","24","9","16","3","3","6","0","6","12","3","0","0"
"E00046613","0","6","11","3","3","18","14","17","3","3","3","6","3","0","6","4","0"
"E00045609","0","10","16","44","31","43","27","40","11","28","9","19","18","3","18","6","3"
"E00045152","0","3","1","0","10","6","3","4","3","3","11","7","6","20","24","0","3"
"E00047388","0","6","17","16","10","31","20","6","7","6","12","3","9","23","15","3","6"
"E00047226","0","11","38","36","24","48","3","21","6","21","3","3","3","3","4","6","3"
"E00046941","0","6","19","19","25","24","33","7","20","3","0","0","6","3","6","8","3"
"E00047869","0","3","7","9","0","9","0","14","6","3","3","0","6","0","6","11","3"
"E00046951","0","0","5","6","4","23","10","3","0","3","18","6","6","6","0","9","0"
"E00047584","0","0","7","27","13","15","11","15","6","3","6","14","8","0","6","6","28"
"E00045854","0","0","4","4","0","0","0","6","9","0","6","0","11","3","3","0","3"
"E00047992","0","6","16","18","28","28","11","33","6","16","10","12","3","21","3","3","3"
"E00045125","0","0","1","3","3","20","9","6","0","3","12","0","8","12","6","3","3"
"E00046413","0","0","33","31","12","6","22","9","11","6","14","17","6","9","3","3","3"
"E00045802","0","13","10","3","3","12","3","19","9","6","4","6","3","6","8","23","3"
"E00047646","0","3","7","0","18","27","9","12","3","3","3","1","0","12","12","9","0"
"E00046430","0","0","4","12","12","19","4","13","21","6","18","12","3","3","3","10","3"
"E00045946","0","0","14","0","1","20","7","18","9","0","6","3","3","6","1","9","0"
"E00046386","0","29","1","30","18","35","14","20","12","3","34","3","17","17","26","3","3"
"E00047537","0","0","19","9","16","9","6","3","3","3","9","0","3","17","3","3","3"
"E00047466","0","4","18","9","24","26","32","6","30","19","0","12","20","20","11","13","3"
"E00175614","0","40","81","103","110","99","116","140","134","77","133","113","63","63","109","142","60"
"E00047572","0","0","13","4","26","10","12","1","6","15","3","0","3","6","0","6","0"
"E00047385","0","14","46","13","27","21","6","20","0","9","17","9","3","6","6","61","0"
"E00046322","0","3","8","6","4","6","9","6","15","6","3","11","0","3","6","22","0"
"E00045264","0","0","19","15","3","13","3","3","3","0","14","3","6","18","4","0","3"
"E00045704","0","3","28","23","15","50","30","9","9","15","0","14","17","17","17","9","0"
"E00045331","0","6","4","10","3","3","13","0","12","3","17","3","5","6","0","6","0"
"E00046502","0","15","13","30","7","42","18","28","26","15","6","9","0","6","2","14","0"
"E00046354","0","0","1","21","12","19","3","7","0","0","3","0","0","11","4","3","3"
"E00047412","0","15","24","45","20","39","23","18","47","12","12","12","28","16","9","9","0"
"E00047354","0","0","25","23","26","30","33","15","19","38","28","26","20","9","6","6","0"
"E00045760","0","3","16","37","9","15","0","22","13","15","3","9","0","6","1","10","3"
"E00048050","0","3","4","9","12","18","23","24","15","12","11","0","14","14","0","11","0"
"E00045929","0","1","9","18","15","58","36","6","18","0","3","0","3","3","9","9","0"
"E00046943","0","0","9","18","3","3","9","12","3","1","6","0","6","3","19","6","0"
"E00047493","0","12","63","66","64","37","19","13","15","12","26","4","9","9","3","3","3"
"E00048017","0","3","2","7","4","7","3","7","0","3","0","3","3","6","6","6","3"
"E00047785","0","3","4","15","17","9","0","3","0","0","0","6","0","9","6","9","0"
"E00046966","0","28","46","23","39","28","27","6","9","12","15","14","36","3","0","3","0"
"E00046870","0","3","8","9","3","6","4","30","27","37","27","36","18","15","28","6","0"
"E00045554","0","12","13","31","21","37","22","18","18","21","24","18","15","11","6","6","6"
"E00046138","0","3","7","6","26","18","27","9","18","9","12","9","3","3","6","20","3"
"E00048172","0","0","11","3","0","3","9","3","9","11","0","22","0","0","0","0","0"
"E00046821","0","3","19","3","18","20","16","9","3","12","15","6","3","9","21","6","0"
"E00046414","0","25","37","13","8","5","3","9","23","28","6","6","0","6","11","3","0"
"E00045176","0","1","4","15","36","12","15","19","40","3","21","18","19","6","17","9","0"
